target,AMY,BROWN,CHALK,FT,G1266,G1311,G1378,G1440,G1533,G1778,G1888,G1958,G2089,G2179,G2639,G2670,G2764,G2815,G2949,G3049,G3092,G3098,G3105,G3106,G3136,G317,G3209,G3212,G3219,G3222,G3486,G3823,G3862,G3872,G3925,G3927,G3964,G3992,G4109,G4145,G4156,G4382,G4432,G4529,G4553,G457,G4573,G4668,G4744,G5006,G5167,G5794,G5997,G6003,G6010,G6123,G678,GL,GTEMP,GW,HT,SUB,YLD
6,20.6064997364926,15.1194812881156,5.00530411456641,97.0065313865432,0.824590703087104,0.438839558974173,0.976865346499597,0.0352283907630397,1.39984592607325,0.934633486488692,0.416681697044213,-0.454836510086082,1.31816653838263,-0.0207680909802878,0.29267049645755,0.271906929418861,-0.361945999610774,0.812305342916179,0.206150788841596,0.250171856850307,1.52520348117707,1.86009787374744,1.18796873408582,0.952191477048235,1.98974107772213,-0.0812947824691584,0.830198286049843,0.787049837827096,1.54661340072941,0.607584992383186,2.02408912678499,0.617730424427376,1.38265803216681,0.123661439716923,0.0903446556071649,1.43874081686732,0.949890632612217,0.308412632862192,0.938851787161359,-0.0709843991634395,0.630099314104595,0.925511989775196,0.819600658441717,0.365226966128593,-0.348187573269939,-0.0461807160569497,-0.452435594123824,0.339919401301312,0.24085369935168,-0.237007555273323,-0.990192340082174,-0.922118772496302,0.0631159029828789,0.308934850273886,0.083757270011341,0.70497443164402,0.447802788272911,6.74602339283448,75.9587152474056,1.80760642987319,111.980356656092,9.08250895996341,6.70868365883126
5,21.4445673596413,11.5788684087346,4.08723877123521,93.9714933627671,1.195958428464,0.707905181244665,-0.0321883968760395,2.04648015470259,-1.04952242414262,1.10782778032374,0.488019293546203,0.178475403866729,0.173458765538403,-0.293162750207558,-1.70486446780837,0.50800620700762,0.705136212316596,0.42661252162633,0.348761760976382,2.09045692838791,-0.241222705240202,-0.368613652070362,1.39194039568179,1.47419338819977,1.11177886056797,-0.234700978135279,0.450176520885727,0.710480714529214,0.695033768605624,0.668920675142924,0.0742172096243148,1.73483469610697,0.0415541421145339,-2.10331832471662,-0.191837789925162,-0.237267956669742,0.923315980796166,1.18345918092963,-0.647915343855762,-0.87557259085755,-0.677515035595255,0.480642796305501,0.901168645955433,1.74633029238328,-0.152633761641537,0.335346114010485,0.0922276030004842,0.494798188713867,-0.449934310440039,-0.415932476843619,-0.422009383062185,0.783683315406711,1.8573248198987,1.60757429363946,2.12086670880729,0.38905839582829,0.373577369782446,5.87930570743001,72.2317209527736,2.10533130091445,96.1616766538609,8.07432610483361,6.46927935715275
0,25.9356190665578,24.5608718725037,-2.649328115507,90.6517378257403,1.25338921196556,-0.266493354554897,-0.336676615667815,-0.304711727652306,1.81638841654096,-0.649237345676955,-0.371746044592652,0.0920254789375956,0.845719072622846,0.0180969302539543,0.811060393443962,0.300445811775267,-0.106890185014812,1.21186896021912,0.478232578867899,0.755439611233858,-0.714859810508602,1.60077553655562,-1.25252960135297,-1.29863328331937,1.05147304859737,0.0639099949202648,0.0660132783480647,-0.737133886934827,0.393960950778535,1.15413308102793,0.534716777046239,1.17038482149099,0.885720441849847,0.615562545222241,1.3779935542666,-0.134456175382928,0.007350200964159,0.100460522397042,0.593532495595424,2.98734256940366,3.29190581341109,1.08051255793625,0.0286953092921577,2.44575582299416,0.942853048351524,0.204990637267463,1.09326936441982,0.611707586033726,0.441763281144068,1.50728272544078,0.686908915869202,-0.0190439763671279,1.82975311772026,1.55951564673617,2.25218230449856,0.959333212249591,0.452892254961613,6.44177684219964,74.1095096272222,1.98122767963895,107.7844489322,9.00282613218817,6.19160778344053
3,19.9597986984513,20.9403245660343,28.8155198578392,92.2096759370503,1.70790538771872,-0.342873934134309,-1.22951637229957,-0.323368542758693,0.823298083515738,1.80399606363524,-0.664115749343696,0.395762302155253,1.12786068046522,1.02652283827826,0.718693797866893,-1.16504222187925,0.598684123166344,1.77578280413293,0.968957604356221,1.0591568710088,-0.376800915332826,0.0662951876326003,0.733086017545213,0.388892443703534,-0.238893847121513,-0.0837517491232516,0.199516722240054,1.14092465864591,0.380264585832555,1.33941771295901,2.11163312130377,0.700342581512705,0.0242838777807882,0.92827631012115,1.03754254345392,-0.255149795871434,0.0613587691801829,0.28255166990526,-0.50183322131056,0.794442369206575,1.0873938704247,-0.232039799403487,-0.25668067732406,1.40072981776347,0.0768663692829428,-0.156109067143425,0.204523575144653,0.891686865629641,-0.270135120026885,-0.304363043862666,0.509206733486485,0.55988698580542,2.20779552418314,1.5893647750644,1.42573704777245,-1.102370334135,-0.808360559726319,5.85803451928238,81.0448719428886,2.54759190642522,81.4718812272507,7.23473430515723,4.86675435852126
9,17.3560618028506,10.5430234768604,17.5516687409163,93.7068421547415,1.0544944725911,-0.245385697590194,0.914645817354208,0.342692174243021,1.5715207879348,1.90791801828825,0.64712879389385,-0.101351232016955,0.244532724493275,-0.905181622227823,-0.184298494153663,-0.88360724234794,0.139094609266789,0.673917000409543,0.218389050994087,0.656122918556829,-0.109942536407943,0.74481495116209,1.64265735209855,2.27937947521497,2.82144769011028,-0.168219797984362,0.344654331994642,-0.670808606737302,1.7412209875927,-0.856358288149544,0.962533082420293,1.06823739997485,1.03417883223826,2.54434865902208,-0.467952015276681,0.954055873636523,1.77714186585945,1.01620594430283,-0.133314623334641,1.06210480407703,0.446444802033975,0.0517304772491793,0.728372416397011,-2.08118700414247,0.0574460528190899,-1.21799700150404,-1.10195662401894,-0.434644660810171,-0.110977550200261,2.09226249503715,0.340372668993597,-0.0632630293757246,-0.692762391701606,0.0666042548657739,0.0031401280171546,-0.0674891831463458,-0.213668642027223,5.79465518529822,68.4582371667513,2.12065584661548,106.998625031895,8.83526301575333,5.63391764909456
6,18.6816401220153,22.3589685542711,8.58625354857961,93.2262697778466,0.035230751466787,1.45989777859641,1.19482001124858,-0.169309151994783,0.414588350251575,0.112578210773896,-0.4907331365026,0.766400347849732,0.973221149225624,-0.345815318228929,2.28795392535739,-0.419758124308867,0.0408874352183492,1.38167989684863,0.380662945978466,0.222425334539877,1.38060731631299,0.43648494727733,2.07936651747027,1.51850255955655,0.633101913353237,0.349066662789853,-0.45490247614804,0.571981011752339,1.54060684499192,1.49130464337841,-0.377511553552814,1.86291358791701,-0.657105731829418,0.199966590636159,-0.28865718088493,1.06692855048353,-0.791213873015194,0.0280730192173277,0.492527661454165,-0.403918065838753,0.285874967973296,0.680758727674487,-0.45639469316611,-0.851044559135089,0.0467197120858303,0.949346546530635,0.748819660950711,-0.277515660170031,-0.167919372846947,0.171069147852771,0.301743805424574,0.179546481787229,0.945392277824799,1.22145839620949,1.24921881421136,0.677961545869769,-0.634216379655757,7.40286667314712,73.888087672817,1.99523805080287,79.759231047426,8.7784728297696,5.92624901048524
7,20.646823712445,13.7481250982963,0.0149942570273366,91.6763390946641,0.136305654846901,0.853667126701083,1.04482745773665,0.8283517877273,1.59498708510948,0.481386739628198,0.477236205125179,0.366109583726569,0.543724977638892,1.08001250661879,0.675121616921273,0.0996924132839314,-0.285455510110771,1.55501213216081,0.576773855623054,0.767018886588275,-0.100642919442288,-0.0036695396461051,1.40059782154802,1.04680332107872,1.91480544335217,1.64889215950123,0.21425473958988,0.292620839644005,0.908894072870032,1.66754735630853,1.05928012387807,0.140145889384127,1.00039654425924,1.74659721315836,0.247785503381468,1.14870446986686,1.67553607383101,-0.2872829318867,-0.928380247412094,1.52402266794253,1.40643178794281,-0.328253766892877,0.160075705628986,-0.019743395633081,0.600354986853466,-0.488262929023075,0.407511903444372,0.102239081359532,0.647453975960341,1.11957743323268,0.0576467266366312,1.48619115700081,1.26616259431887,0.666092620528855,0.896376604211339,0.626538006016969,-0.62701109569035,6.91048057861505,77.0158921825596,2.05238781301595,79.4727926426659,7.64965708144004,5.36695819277199
5,22.2730857712248,17.3933398595463,12.4053460537442,91.3427122251263,0.60417041298242,0.213492799188645,1.43861028110806,0.136413134004939,0.692236292718008,0.596006010428114,0.729593788872274,0.197785254336279,1.48382397740146,0.379127935850349,0.864257861409337,1.29949192584856,-0.295898526327313,0.206780831518098,0.667805179140578,0.0474594085033703,0.867473489169077,0.463298916119836,0.631009994065628,-0.194851810254321,0.718329305947842,0.157107385653653,-0.35312068934105,0.693815878899378,0.165375850997099,1.41874428791977,1.22025004934473,0.753130410256549,0.891155557100377,0.813352159377045,0.0481328006730787,0.203789318737607,-0.886324075896789,-0.570683044941307,1.07958252775237,0.812928141669117,1.42615267055739,-0.391513127374139,0.132197989600437,0.32652057012312,0.315611603485721,-0.545547828478471,0.367779573551685,0.252446827298162,0.395343128882748,1.17461869915413,0.441902851807914,0.487494034423703,0.389040722365494,0.381934564135561,1.1238766287053,-0.259752329460148,-0.751036159918385,6.88420319288269,80.0669189304211,1.75171588982045,98.2246823606157,8.14220349779847,5.93069027840936
8,20.3041733934322,8.60231039993644,17.5634623686648,88.6388946155081,0.505247276654595,-0.207806361592627,1.11127342645391,0.0059623192828983,-0.391135530930017,1.20890773546709,-0.687133185968416,-0.299491688157147,0.402023933721666,1.38020825681811,1.77076408196279,-0.0949455891545874,0.44731476412802,0.119058374094318,-0.278797692210062,0.488153691737232,-0.220087431749125,0.587500147261469,0.993737014063288,1.19293444265903,0.370647509826223,1.01949458426554,-0.333869661590287,0.0599445508259098,-0.266240291525734,2.91174912511542,1.18778355597199,-1.43538517539615,0.987825374489758,0.559253352129256,0.97258897406799,1.11730795591902,0.683161594401912,0.91269233559704,0.29761205293839,-0.0770081776670135,-1.13033787280983,0.480167180305705,0.496357486104822,-0.712266312661423,-1.30160944683673,1.61685632153543,0.342137738446716,0.0179002985920938,0.0014027342467556,0.967236889464636,0.915125224389777,0.457160130064749,0.668264482929152,-1.50261141626239,-1.43771577214202,1.49490377315891,0.28335827744487,6.08567748772445,83.1890256413396,2.14759122847507,95.0864057108269,8.20160810234072,5.55169653442215
8,22.1831590949852,16.8220135852436,6.19666237487082,94.1075914490913,0.0143361145140121,-0.0222169218430244,0.0457235791853063,0.557391876440398,0.552684381379791,0.0005804333123933,0.0261577700242846,0.123821529807694,-0.21946337085249,-0.177950392661478,1.59744533679807,0.370553118285114,0.293446527847466,1.12102737782655,1.19746891805908,1.74487196254113,1.53125470160696,0.440258863784619,0.829833211533411,0.900744481995589,1.17855169434625,1.69758901128684,0.480825590198913,0.941952377630751,0.86364192506046,0.824547417376641,0.909058505368151,0.776232922420237,-0.997244041124157,1.25625141600795,0.648450592071258,-0.955489401014897,-1.46438123757223,0.442764466074701,0.263632626082168,2.38752453172885,1.45175726892335,0.2921099681907,0.214721802737986,-0.0475264651311889,0.110072978961819,-0.793238944966291,0.513340657687101,0.251551831206153,-0.45432176570538,0.722895091770468,0.237859124024915,-0.477588844892482,0.288191661530612,0.652753836458525,0.885076685228428,-0.512237256768063,1.37536657942083,6.49543798971226,72.8795143896153,2.258594731079,94.6300376681195,8.49249006587065,5.50506406508859
