target,AMY,BROWN,CHALK,G1266,G1311,G1378,G1440,G1533,G1778,G1888,G1958,G2089,G2179,G2639,G2670,G2764,G2815,G2949,G3049,G3092,G3098,G3102,G3105,G3106,G3136,G317,G3209,G3212,G3219,G3222,G3486,G3823,G3862,G3872,G3925,G3927,G3964,G3992,G4109,G4145,G4156,G4382,G4432,G4529,G4553,G457,G4573,G4668,G4744,G5006,G5167,G5794,G5997,G6003,G6010,G6123,G678,GL,GTEMP,GW,HT,SUB,YLD
6,24.5754047105165,11.8472622057707,13.4530012853677,-0.553052547846058,0.283867050707271,0.370271688542173,2.43001526746805,2.15326717452526,1.03153144642051,0.113433023173962,0.169794444548391,1.10808662109695,-0.164420293429793,1.81092943111631,0.322515560991393,0.354896101803704,-1.02051516598292,0.174286334218231,0.515025929507281,-0.762541057787644,1.64774332438562,-1.12301944873028,-0.113584591238099,-0.343800692209717,1.48566184503135,0.897122792685535,0.454884756834609,0.762970398681226,1.70657385410464,0.989363101985777,0.977524246512971,0.647358945190604,1.27457658882583,1.00475680789935,0.745329048151382,1.52223764081804,0.674810346370518,-0.474029344189811,0.460936214624918,0.470513430937693,1.30601989300734,0.259817799235955,-0.454290282287243,0.285710595882384,0.515032276799177,0.95320499892794,-0.117220991100203,0.0338858657781678,1.11395368327373,1.88467895076453,-1.83468115387161,0.940476989324734,1.18676968749579,0.122844749897976,-0.0043770905390365,-0.644459281295677,-0.496685520665333,6.39349506371126,71.2286245574836,2.14136495625964,95.2854597482856,8.05578288132381,5.96092719780501
3,18.2097334675059,16.7815673988907,-0.334947944539606,-0.104931779277003,-0.0850028758469857,0.579104110966781,0.944071819460215,0.408494549890543,0.878779403595485,0.609565272915681,0.369680948621476,-0.173364271417756,0.622694757043635,1.09988997066013,0.75488067213479,0.171977126151676,-0.599731633658829,0.264903811797313,1.10449692972783,0.0201482978372733,0.172912144022227,0.911963049670273,1.47986676141903,1.17873397300793,0.684695549519264,2.21887098286491,0.215731826816938,0.713685442253673,0.792260867642941,-0.0961627986863329,1.61594944357649,1.80978634230326,-0.308700416537258,0.0501137051207726,0.618347075933356,-0.473639600496632,0.58354829411174,0.062550301846222,0.0764622485480972,1.62478127886084,1.81696681965806,0.525273120205701,0.590173625599241,0.276628096166674,-0.514652361994981,0.312910301311689,0.105715665816331,0.51842146689436,-0.571931747668265,3.16859264486257,-0.163131523069116,1.54880766732938,2.94389942322832,1.38502040852586,1.37785973211941,0.0939143248055794,1.14477910490734,5.87810249072566,77.5726106179139,2.1128728952791,95.3306139637163,9.55940440670029,5.85473244488894
3,21.8223438452866,18.2093003391774,5.59400717748535,0.505815093727053,0.416204418879459,0.649244404505343,0.230147503984176,0.0518463303738097,1.7475183456838,0.324845760314372,0.458176910338969,0.623983597407072,1.93836707376391,0.348359237843305,1.29188145083965,0.290022926646755,1.56873931702603,-0.476078874758554,-0.0641295054058622,0.0583208806366658,0.577328252540044,-0.141664946338376,0.851817172015165,1.88135819285108,0.348672614459051,0.443974264240273,1.23424585418609,0.691655941170116,0.447331309266218,0.314590515061693,-0.0421660310532677,0.930431597382781,-0.520287415736268,1.42103453970327,0.564754292302026,0.276368155712603,1.55443719798012,0.0905571340786424,0.477425709859794,0.497431439337854,0.460327749155989,-0.102109389684195,0.571268225068509,0.615640051834806,0.387339115964828,1.49874435793882,-0.394881718129813,-0.410274607417195,0.649259788536111,0.270306695830133,0.281366064412011,0.207105710645934,2.01605095786041,1.32983837687819,1.18766327497706,0.259968999777374,0.611184585740468,6.390484062502,76.7082998660798,2.15466122362824,107.517491613631,8.14264674163556,5.63885373371343
2,22.8328172003761,18.332562777246,-10.6536305505022,0.699399371940799,0.221631586743573,1.17868003720106,-0.725566972249217,1.13408518679553,-0.267627849786773,0.942193253801791,-1.03686106603815,-0.521958006365964,0.847857741443857,0.563825419977736,-0.0234719087081012,-0.271894390093052,1.15036541259245,-0.255756235302059,2.42518024992267,-0.352287504988752,0.0454125789307986,-0.227171683119028,-0.935953656748786,-0.705458184084183,-0.969098739073654,-0.341400496639366,-0.78076693843891,-0.0658577580051016,-0.890499122357832,2.55084606671273,-2.01834735369679,-0.377699038158799,-0.476951995251274,-1.35200266585777,-0.460003223129334,0.240769915296827,-1.09619258869249,0.23082694541954,0.251195367794104,0.313766018029565,1.6898457583833,-0.733892380270395,1.58967149630315,0.690826085737232,0.759980541717546,-0.0990808920430186,0.589587811796541,-0.15579969823974,0.938681589382626,1.03554087632121,-0.547755963316837,-0.556401972372932,0.178591464117644,0.735640184471348,0.771171560551059,0.381509443284444,1.32239138271309,6.74433844009579,76.2967852005474,1.92750179375267,105.256269787556,8.1665813762397,6.25709304933431
7,18.3538976260475,18.8116786951794,10.8438120201777,-0.0559054864032074,-0.967716519262701,-0.664850245170152,0.443400746274189,1.27965653906223,1.80665035390841,0.0923782557992019,-0.482558735695689,0.0791232343850476,1.15409267297766,0.565011840544859,0.779237197901034,0.102746041407833,3.92469474859581,-1.15572009131199,0.209830208975988,0.655980623666669,0.21078550803033,1.1705642252828,2.37476467401606,1.87312956522656,-1.19315114832742,1.6769949434776,0.095148722879194,1.32725437820629,0.505468568535879,0.514452343175681,1.81562619870494,1.67680377243056,0.221768851454614,1.37890653354357,0.738447382586941,0.666563735844569,-0.0651468409856372,0.917452338177148,-0.649271670217058,0.902475438858433,0.459479632530975,0.622734613606382,0.0012920852812205,0.983680098408825,0.366341215693649,1.10462270433824,1.0518340346719,0.671488994682421,-0.507228232883256,1.83502718947177,0.436751556340428,0.0625033226504016,2.15571541816059,1.59302770397869,1.62581271975012,-0.578340905025124,1.22181403027038,6.38041600505503,77.1211029056411,2.10175429245445,95.6394040562146,9.65187207905014,6.8735412345435
8,18.8408141138536,15.7071476482403,3.72255759190697,0.434960109299581,0.824128996539211,-0.379554371302227,-0.729298701207707,1.50967050300434,-0.839467143632902,1.43949293490643,0.786764913793777,0.652882427755631,0.149884299065962,1.24200277316779,0.986214646185878,0.619619374894773,0.608729144629091,0.767205679405724,1.7424066192021,-0.24018460800028,0.964659129507633,1.42851801336699,0.979413119972699,1.56703303494361,1.81776489019795,-0.409704930954328,2.14482988750053,-0.281678059882173,1.05533865619388,1.50688818228675,-1.2537005319381,-0.315965198306778,0.211745722818517,1.06435743756943,-1.17214636212733,0.232604170019408,-0.829547491540291,0.117140995851322,0.232379224797502,1.75523610963287,-0.0912350330111397,-0.337317253934824,-0.474692312864352,1.54671799530309,-0.24654046820314,0.965985447502953,0.198209362210518,-0.407304262856484,-0.102454506941044,1.34647364926476,-0.271351479276465,0.684431196011287,1.93347564417036,1.32925605862846,1.88489912896464,0.0281005786777359,-0.307276284066135,7.10056843441114,74.881099993459,2.15728397033665,98.1542164060573,9.07789416036277,6.04008534983926
1,23.9944953357088,18.7707838108956,5.92448008126027,-0.317221333425386,0.930644193693871,-0.0070956233028331,-0.617855229921221,1.05045089388086,0.315891521785833,-0.718135888745945,-0.433366768929294,0.305465870377158,-0.41634703477297,2.57503432196775,1.11658178358388,-0.703451020235869,2.36077640951026,-0.116686621978353,1.77779140210458,-0.105011141685137,-0.365340567283517,1.11032866380911,1.2588072822131,1.21949092730967,-0.779327781588415,0.119049486185799,-0.290769635530077,-0.588063703823577,-0.613972463285836,2.24798240195243,-0.602527710435677,-0.023608809221036,-0.0657848093435223,0.754169888649204,-0.658030741547337,1.32736112100554,0.2639947667504,-0.642093711610232,0.345353433531758,0.0380588830249849,1.72399036513722,0.12738621100251,0.0796040270113356,-0.10696635813335,-1.18815328330049,1.21103062924556,-0.698615736460748,-0.592988699322714,-0.14108310477963,-1.00797016341882,0.249441259688686,0.196599610752918,0.943191440986548,0.791616156765237,1.35343630534743,0.171645432841251,0.74941540715938,6.45403952460555,79.275784730967,1.8918261406132,89.3982136657716,8.8186537846519,6.34815866779603
7,20.470378264476,14.1570964071566,5.04900187691674,0.503628630942629,0.0322140214707943,-0.417149694659987,0.2847577395059,2.08077402738151,-0.402585495393915,-0.445043582949436,0.406031447390713,0.129501063041739,0.129516064784805,0.427092455177982,-0.354874935267157,0.086459358234868,0.964637779366864,-0.193320815158772,1.15682993406632,0.461530964146748,0.498820292178096,1.42203470943562,1.48278089996777,1.58971626683304,2.87457596403781,0.563366185908273,0.372510804615808,0.652457919530226,1.10934509457019,1.07308456710386,1.45753380343729,-1.02792317435794,0.0467872905069999,1.09528208006558,-0.194246324378264,1.5253793623562,-0.0023333315258788,-0.969580847025668,0.532440153767276,1.3892161981054,0.623224165070845,1.21374767432136,0.0412505098658563,0.404839786951399,0.395255841888761,1.22493002538544,0.414770087227185,-0.257576757654293,0.649680496544789,0.868719967855813,-0.262089986391365,1.02804283181797,-0.444665685688925,0.664938953320547,0.855926820145154,-0.783594242384684,0.375953085947719,6.74585387997805,74.1086873129709,1.81795144520099,100.722027297391,8.45576373832785,6.10816240156351
1,23.2109687156416,15.385126281952,7.09296490884714,-0.0731015250937564,-0.0765746037722258,-0.614988948191956,-1.11304861974505,0.313879945212549,1.75459564328644,0.19407609124463,0.580786614752694,0.742030891768597,0.922338962461786,-0.705436888236829,-0.811069498181673,0.879516035165453,0.471515271691197,0.636807766499482,0.479369950119112,-0.143498813622446,0.843796978200213,-1.4315617012236,-0.758369095024555,0.181082838262034,2.06795910054652,-0.0315554149863616,2.11199815509307,-0.0336398447680629,1.38523679492513,-0.190737503593408,-0.193479164285202,1.21451586736462,0.367868553626897,1.29697261152417,0.456813716008508,-0.381201212113847,0.188297845446816,0.885338375794181,0.216194426418769,2.22025290888999,1.18331379573042,1.68580343401147,0.515713406168367,0.181530575068603,-1.9701141993281,-0.966401834360165,0.0837706988505654,0.932114308471639,-0.240852665469164,2.48841011091621,0.404913654202653,-0.295666068373715,0.0817408586794697,-0.484174233841725,-0.368680333503297,0.698470538231958,0.458132704514065,5.65824006794357,70.2488850663235,2.33298660120291,86.0363381679387,10.7146053041051,6.8221693155612
2,23.6068911014434,14.301183613938,13.0542752685649,-0.468185201821877,-0.370503771796435,0.259737533748768,-0.820533739048354,1.64630958740239,0.641814557678795,-0.433725443620871,-0.0864701896650131,0.491911972068859,1.53448840112023,0.166402197244779,0.90795219486214,0.722703497139101,0.962880815317404,0.274721711462961,1.70058640009703,-0.617523966589323,-0.13215372282228,0.62796673244195,0.236185437244853,0.351525291395382,1.10237934497051,-0.201441307149839,-0.28321050555324,1.21016382063111,-0.241763013011529,0.921598596860175,0.773865360034128,1.67848589955732,0.209425784274214,0.390838909729071,0.324735242260519,-1.29226953949035,1.94841676807297,0.0278433543873764,0.316747760986785,-0.230672731357432,0.595472546811373,-0.0424910668942289,0.430560589541545,0.267038443770979,0.170868230159104,0.435268593885424,0.711429150728523,1.08112636199001,-0.343861542318192,1.28894929342382,1.04280152549128,0.0329455856764267,1.31419676874957,0.768756682933879,0.505328301318715,-0.668463064465725,0.151857274882527,5.70986692195792,78.7553949928825,2.35652927375707,93.3831550679695,9.26177577332591,5.83349103844279
