target,BROWN,CHALK,FT,G1266,G1311,G1378,G1440,G1533,G1778,G1888,G1958,G2089,G2179,G2639,G2670,G2764,G2815,G2949,G3049,G3092,G3098,G3102,G3105,G3106,G3136,G317,G3209,G3212,G3219,G3222,G3486,G3823,G3862,G3872,G3925,G3927,G3964,G3992,G4109,G4145,G4156,G4382,G4432,G4529,G4553,G457,G4573,G4668,G4744,G5006,G5167,G5794,G5997,G6003,G6010,G6123,G678,GL,GTEMP,GW,HT,SUB,YLD
5,17.0412921425225,-5.10056034213791,95.5812698785961,0.302271133776738,0.844044694049619,-0.25946349495883,-0.117671455908499,1.93043849979732,1.64668624366732,0.474829264258739,0.343966158522865,-0.714025333918205,0.141695856195408,0.692534000556232,-0.171633574309968,0.0949600543634322,1.56972864769704,-0.0653784575788283,0.725737941123734,0.138638802521509,0.228474306237371,0.0876560254574264,0.693275005815088,0.739819872481107,-0.267354164613756,0.125915708880202,-0.0184180328481993,0.348227272213844,0.855121494270305,1.07092430758613,-0.0924844201131202,0.531730191775004,-0.467644200583257,0.896079792963358,0.0966283461104789,0.887959866693857,0.475042832696392,0.0405273955733414,-0.0790381604599483,0.307905360568543,0.887385222359193,0.821252331846695,0.443177602978207,-0.8484450589654,-0.309149077477964,1.68466684379116,-0.104379098643341,-0.988984570682111,0.284557003486786,0.991128592908609,0.235605359439825,-0.710253488838342,-0.542204398481337,1.39835972237251,1.3277350460226,0.23840002243267,0.672177566933342,6.20762917505734,77.1848837420402,2.13537850630456,108.491015426646,10.2150770311979,6.60975264905908
2,13.1671143709394,-2.78835334107803,90.0367854968453,0.347119597079617,0.314533658322966,1.48992246818118,0.798341889953389,0.524769033152239,-0.68655632261938,-0.90771971863459,-1.07625231300331,0.215988497498141,1.9241025349159,0.505640874952237,-1.42591363352918,-0.612885306896118,1.10340054754931,1.21780934136945,0.906007139831151,0.402998077498981,-0.468520852262572,1.22997768231643,2.31409816448335,2.55927420073414,0.14632316425619,0.192144775602153,-0.48065094877215,0.865337655662269,0.461811303348327,1.22243317814729,-0.405702693153519,1.68493665405117,-0.624228970020707,0.808827864960034,1.59049025791035,0.575492440568852,1.11135747992835,0.120192203935426,0.353528616203333,1.7330618478491,1.0430232922428,1.20400790030395,-0.154267515352352,-0.694929206675013,0.433390639824331,-0.892991898745594,-0.435421512853186,0.0394144710588366,0.926480900274715,1.27454636392469,0.761641347427245,2.01709594919803,1.10698616388867,1.00851452417341,0.644959003730308,-0.385820521041852,0.397281692774735,6.92031889721703,80.1344548221435,1.89780781862207,92.6609761449139,7.19142582848364,5.57921065927434
0,14.7255148953447,13.7636702296879,93.9698940787481,-0.740146922644218,1.17286091089017,1.25750656754473,-0.0909548674405885,1.87866561448483,-0.669381273514323,0.124820400651162,0.0254649201907315,0.601590022987555,0.389651933122527,2.43411934995304,-0.116797522370376,-0.11155731298413,1.69930943612988,0.321006939467252,1.06562258605752,0.229628924692156,0.568135424375792,1.05088869337033,1.24713738041954,1.57607957874621,-0.587144327367374,0.0560597639655663,-0.930873605900072,0.297907014783331,0.0186235552839176,2.20637685872188,0.0207280730166956,1.19450778505721,-0.469835269105925,-0.734207675785443,1.43499969203495,-0.684451865528269,-0.4393932460405,0.415437010936276,0.481975650863035,-0.84972530559826,-1.25438961460166,1.03574723761034,0.682869129688555,0.938720990116179,-0.462199467026453,0.548226315065272,-0.384779034447654,0.0733654644946023,-1.35775151631841,1.50953967882126,0.268386416585337,0.836402630213814,1.75779931361859,1.35126324937065,1.17036574936113,-0.158872471260929,0.475105176871821,6.93882335101746,80.6533874147425,2.0534375005318,107.952556288312,8.9669829117449,6.4812246555326
9,14.8314213486912,3.0362696604518,91.3002981686274,-0.577603291997012,-0.127103186401765,-0.127110694763133,0.564933578705149,1.57942792657231,0.253847070061168,0.543786205561474,1.04254244426509,1.35821723069074,1.1523088793833,-0.89603875298785,-0.0258327051523213,0.326458342619853,-0.609389172541459,-0.38957637277273,1.42870398010622,-0.100443447569219,0.743631366391028,-0.331743951163,-0.758192581590515,-0.954543785808988,1.72727933271314,0.112972897062948,2.14927377635829,1.19202866295119,2.23335197163968,0.253908463525886,-1.21249639348427,4.30832659652796,-0.0515357879771135,1.62327433353975,1.0016226360198,0.16512708168512,1.73574594499956,0.700454269198833,0.143778615958525,0.574137787407215,0.593205424632379,0.567527604929064,-0.716941456603053,0.286196936511928,0.0298181617577212,2.40832981152631,0.0761349276688677,-0.269429494801516,0.0476381970101385,1.58012589575435,-0.287748101148866,-0.409729768508575,0.800904558398834,-0.0188123767617181,0.686333982785083,0.0673926808640884,0.11515890969962,6.66918292091863,72.5775482217871,2.17152971691951,105.907133569127,8.75330423619218,6.22458112292019
2,18.1780221072214,-12.9710350485478,89.6769631294107,-1.45716718215614,0.212043434157486,-0.0597306478417212,0.0601650276160068,0.748533371235959,1.06385352382582,-0.706904455725687,-0.591122286693319,-1.37929600424789,1.13800989812842,1.19789856893429,0.195736706679179,-0.304110542970552,0.415533863066335,-0.889851828883514,0.529726532320938,0.755088074246911,-0.0913430279624256,-0.117913297735339,0.833002802945813,0.785220852722786,0.687021713191171,-0.512195130235352,-0.833266993195713,0.703996989109831,-0.765986555760644,1.53565043905603,0.535526757642986,-0.294383581777866,0.913564439662916,0.898451784976108,1.52250955959954,-0.326761486856225,-0.636440949661478,-0.856506346573194,0.718845235724828,0.132599866244677,1.15014394702119,-0.0860503534862551,0.0866488701117509,1.30548349274682,-0.159825474581795,0.576446630526882,-0.0790533845265216,1.57385988107211,-0.008337302402296,-1.61381716336656,-0.467116663288638,0.314925254434956,0.609417472111624,0.645767669725809,0.983646672161411,-0.618048299683093,-0.729875390049344,5.65944698930466,81.0389935923734,2.20976198778812,84.9242112992099,7.42068668596591,5.70717307403817
6,13.6673881080727,1.50411748019873,91.5261885750439,-0.862187326585604,0.0279321152948282,1.26159269101944,0.596701982430804,1.02376857678087,0.643896084177139,0.881074887068039,0.221614378206881,-0.0474833008477754,-0.486098329920183,2.24776787488277,1.36477897819207,-0.0155250212440382,1.82890045488969,0.509595172481711,0.15611363292589,0.926287638752429,0.369062206451765,0.588800426516062,1.69387281228414,1.20013011421239,-0.989706667486319,-0.0618463765566551,-0.887197551335657,1.57818189758925,-0.222284441603064,2.007890918178,0.512412576668204,0.559453061495731,0.0423015343569219,1.57078677018719,-0.248188800167567,1.00035035509179,1.08039534457518,0.13008708593452,0.454431870789779,1.39318395530183,1.03190240481276,2.31695664718603,1.25093741779771,0.120184751254198,0.828927082120091,0.213478158467269,-0.470168054655433,-1.01370477394874,0.386032190916587,2.59024871072926,0.523087110637799,0.321137543088953,-0.791274947626043,-0.188868971121268,0.314990257916467,0.922694135133944,-0.824231140926431,6.09481720780328,81.4654949246984,1.83857261319924,88.8457884035095,9.53208929873676,5.21576801007499
6,14.7463247965428,-3.31351350570607,88.73187031877,0.0642154414057289,-0.053559041695301,-0.54061212139328,0.69569919263392,0.0372859325063237,2.55826845906193,0.0713001288917251,0.926258623873919,1.04909665737539,0.657218623692154,2.38252551173475,0.584641398285997,0.2901923588391,1.94925315637482,-0.695804830011703,0.0793941843397266,1.26708408595713,-0.821984010055041,-0.47504647048015,-0.172684679312394,-0.404762411309566,0.40617462313449,-0.215874972340693,0.185652797878426,0.50873756308201,0.656370407947271,0.283690955078583,2.15653730208624,1.91925181246036,-0.399627016409145,0.38095480117909,0.459886443291275,-0.0987598312056608,0.0252539068480913,0.393750509492225,-0.699380080890287,-0.677001782562291,-0.0279024165081775,-0.101368687900744,-0.190149681494585,0.332961434102544,-0.858168907086214,0.221478159343697,0.208193255658696,0.122433044989876,0.678518867417697,1.30464396520829,1.61783616108362,-0.790496050425861,0.795782195027006,0.363099125223471,0.225225052098763,1.11371280466562,0.544038933565657,6.04039171498817,76.1315688364273,2.34464247440088,91.615543635213,8.54695241996379,5.22204302745114
2,16.4584951429134,-8.61683712077971,91.9795808133324,-0.182924782574928,0.291621570744343,1.4830369937273,1.10675538093483,0.777182302902253,0.989808058679762,0.272550618425991,0.638776415977719,1.21876591710701,0.705406765664842,0.65255687712044,-0.0709456831717322,0.0844188206205856,-1.19973484234689,0.302058148092799,0.110395905044271,-0.0307592978477991,0.243576083948563,1.13389661147946,0.893835122394202,1.1934978048977,0.408048267513646,0.615921728139911,0.266760408215376,0.370375120502507,-0.306970594135323,1.01037107804785,0.582151855736233,1.15052607843457,0.273633127428744,1.49482309220509,-0.922156177862256,1.9339769352162,0.413215352109421,0.873548644681955,-0.599699481558589,-0.498360580823582,-0.601385505464265,0.031658140524441,-0.610091198288506,0.254276240343101,-0.464891931303576,0.767927463245881,-0.131766150911629,1.0219674769944,0.0853349365439448,-1.66695253400447,0.781861456947126,1.6142620194363,2.24693591935861,1.35281095633972,1.15195055667386,0.265201846669124,0.756168608389848,6.93941648036336,78.7516632384349,1.8694085220976,103.289692548393,9.23890703909406,6.41825799002859
0,10.9880126008889,4.62480388056177,91.7384220706584,-1.35104574301548,-0.47413712220665,-1.94669288624051,-0.301683730722828,0.250014836117363,1.23748747260647,0.180912308406988,0.586817935396889,0.646051446928501,0.387729679296852,1.17904644700964,0.608470625603587,-0.203757017382412,-0.260255617748894,0.295617222565966,1.58637163803937,0.243446579029382,0.318205104604916,2.02509287593288,1.63632008944489,1.31858836133158,1.44546874822042,0.633390136653031,-0.890877873345395,-0.0569572499357284,-1.822444326673,3.85062872435494,0.212806031049627,1.18194381949597,0.471146614305296,-0.059537716528308,-0.351846880558901,0.996966411818119,1.49510882210798,-0.0076043583167627,-0.850552115593267,0.102669401463691,-0.237289388717822,0.629855967686601,0.613254488707772,1.47279328631398,0.941139842396013,-1.30088190605564,0.869481304114358,0.255830750059962,0.301474584546673,0.629988169748431,0.0990103723840907,0.0603525207890598,1.29341289651864,1.04842076832936,0.144138321016921,0.420537494359882,1.45655619962556,6.3984615067297,83.5240661894617,1.9999709382078,110.760409358031,8.76651244376886,6.31635032318059
8,20.1722268658124,11.4938797183795,88.0757501082336,-0.521357927577751,0.680907516543563,0.411169264222688,0.163339253434621,1.15180633126824,0.681390034972714,0.342178451816964,0.413700908555033,2.57006416836421,0.683116021654683,-1.10922783162652,-0.0711471908821829,-0.765559225354398,-0.672264680168847,0.811657340849364,1.78754731454365,0.0095742935702349,1.84901925342615,-0.685921759358757,-0.708553872327138,-0.685717179780903,-0.0701331273609536,0.715189546399379,0.381821433657516,1.39105112280141,0.868048954700477,0.523556827205546,0.662083165246166,0.862917991587518,-0.18184064742581,1.77092705222932,0.96595174600398,0.283934395665765,1.2447909661556,0.250058628608156,0.780942363017916,1.19763817265437,0.0572844193202742,-0.186129514489721,-0.340707023522933,-0.459232757889594,-0.538601325162493,-0.12351042729859,0.359205867006026,0.335987066257265,-0.342723662599142,2.14910708211568,0.365958399944478,0.526347878610402,2.95310256837981,3.15747469762215,2.83330876051597,-0.461709336320109,0.251680984300389,6.49148254712122,75.3475601905416,1.98346229261651,96.7668731503594,8.97440745412696,6.30427035253303
