target,FUS,G1033,G1217,G1263,G1276,G1294,G1338,G1373,G1750,G1789,G1800,G1853,G1896,G1945,G200,G2208,G2318,G257,G2570,G260,G261,G266,G2835,G2920,G2953,G311,G383,G418,G43,G524,G599,G775,G795,G800,G832,G847,G866,G942,HT,MIL,YLD,YR.FIELD,YR.GLASS
7,4.98394033223586,0.273946007542397,1.13924117177294,2.21890895293313,2.61611703264771,2.9269705929146,0.758452708792499,0.26299761921319,0.302754393755532,0.322907152250781,0.364023562901262,2.10760887699241,0.232784005706898,-0.880461726889759,0.0406825754093753,-0.223641136217929,1.28661126182798,1.35552410061418,2.6573368589234,0.389916825254859,2.09948597489721,0.802702177816849,0.240288670595697,1.50194582086012,0.881138384532333,2.26442271636819,2.13986723287773,2.23719786600439,-0.429206472961047,1.22185696841747,2.25250599797333,0.259749608767952,1.30786813367324,0.940893695845034,2.20784070286287,1.96026377600981,-0.0395960954733494,-0.645039713520611,70.2299370693183,1.85209982735111,7.1875504660402,2.6848086013205,2.73171082367408
5,6.02838204760735,0.128221339737137,2.49657493268618,2.19713960824455,0.369634444283403,0.129253737078537,1.95007063431471,2.56559549848861,0.0385288836102503,0.0893839407565808,0.285051096054399,1.66630294122451,-0.0197743893882084,1.64024807195656,0.117528304260525,-0.115618377849075,2.45279108047315,1.69724458301124,1.10627370841842,0.83094124927147,1.33007775028459,0.821015632691241,-0.27701106696895,0.215872398100139,-1.40386861744966,1.58133207550085,2.02551743531519,2.12236132198043,0.215898917698483,0.143952528048189,0.813562939556238,0.457935704151461,0.511641347791236,0.949480619280331,0.89956300657992,1.00992916682234,1.8691723465447,1.40430737817357,75.6099960062733,2.57522019003279,6.93833719907163,1.84615685146333,2.41545473977341
5,4.71967198941332,0.35070342457866,2.72530821916901,0.936395314291449,0.14307381816348,0.769783738207822,0.841361125286868,1.17927373436886,-0.411566413600309,-0.410797821998951,-0.0468607971716546,1.17757692143871,0.256418116732206,0.669401836119746,0.402325353923618,-0.0591286324841594,1.08294568943736,-0.73549243021362,2.0331899274734,0.656306587927878,1.55084017495133,-0.193775529790835,0.0371651519477394,1.12672757119687,-1.17766999285903,0.475559117430166,2.71563586141978,1.40089404657083,0.114663146310671,-1.09457127638637,2.53571676089672,1.0515839046589,-0.301210166098969,0.354797504649566,1.03852139700744,2.11705425065412,1.73602756909331,0.460213942049714,78.4390366528269,2.31284053750645,8.29134562459543,1.87305683456247,2.39350105124567
1,4.60085984952637,0.676006380457642,2.24605995150736,0.680405515995044,1.64635491555738,-0.52923104106364,1.71753612227443,1.11455774414908,0.64721191748311,2.32148090031148,0.123318423243253,1.83167690658478,-0.715363806323868,1.68294443664287,0.677256774668323,0.0236675719683033,1.87490694989507,1.92171806539557,1.81939043674168,-0.348036311282347,1.95535490689942,0.302526001653248,-0.540861181742938,1.92255152407649,1.547890960131,0.232531419318654,0.962863102412393,0.394194120494279,0.25591874391886,0.649176588522082,1.40133762633084,0.596107209490804,-0.203718680720177,1.43847735250945,2.06525810278342,2.36670763152343,1.54364487537115,-0.505007174552213,73.537300970823,2.63412918526028,8.58777352697131,2.23566144661799,2.42266344496637
0,4.12109729066401,0.0138238038791941,1.74461312330732,1.29335292782588,3.07636918908901,1.49105507762771,-0.528121499378973,0.703810044839192,0.552145216538992,-0.241966772717894,0.15546117508684,1.76474510892687,-0.503937992220005,1.63360056374375,-0.824608048350322,0.0170592393487144,1.97666214581166,0.821156028876192,2.41865615369969,0.770199313040798,-0.368800826542831,0.183325700994629,0.0974295310267659,0.776880549367869,0.148775782516928,2.45631811783011,1.58214412357199,2.07624733612964,0.0195882458559573,2.13553450113607,3.83688842287568,1.40094996337516,1.43159842363372,0.741377548948721,0.662581497777402,0.694625748698586,0.994710434355199,0.0251397715803569,84.5948118268487,3.43817877071322,8.32453060232849,2.79621397133666,2.58069539390992
7,2.98680505219252,0.697707445740748,0.361355062658265,1.82625900245356,1.69371158874724,1.97615748524694,0.333038938423306,2.12764074033417,2.24776336676369,-0.358612817860315,-0.286327119874255,1.47457023456841,2.03554734110953,0.316237634769524,0.127073038438011,0.469393648060421,1.67530519056948,0.164794179546423,1.36614664355023,-1.81443755338396,1.54661105955882,0.261168200941193,0.319369740413871,1.30120717492543,1.81883496384373,0.282490468425221,1.25597021758814,2.32489033529657,0.0236017903188012,0.351375297867759,2.22237500886305,-0.080639908749235,0.704046692573554,0.919145639802816,2.16842453305503,1.109498154056,2.11483422138046,0.235358811436703,75.3521444327373,1.34921645880592,6.48878324217253,3.19616030956755,2.47883441050444
5,3.66041341675712,-0.0892678071439603,1.0280782469244,2.7188508085657,1.52743822425191,1.05967373857563,-0.510347521066363,1.25833275252582,0.0264436579755797,0.910211866746961,-0.140934258549633,1.24346912329884,1.44088650947849,1.54325862049059,0.381406267516919,-0.221965068419626,1.14500338476632,1.9371414725446,2.49057001784828,0.935983483741823,1.10133935287904,0.818060463245535,-0.278847285880129,1.85666041219906,0.744168584280946,1.98811116558584,1.63854317627478,1.51805461133395,-0.300561258997355,-1.04274174812506,2.00407737836525,-0.233446667739853,-0.224378590828107,-0.397365549562652,0.524949730083159,1.23633049681923,3.15119963475945,-0.75251463786124,80.0923251730306,1.74188018176059,7.76877048137153,2.93666988251865,2.43529558361265
7,3.64673898193698,0.769368545017367,0.0154367208567381,1.8874354545032,2.38417252262176,-1.56159793242111,0.302676041771493,1.73519560383604,-0.263074738833216,1.19317385025888,-0.114345292973131,0.989100322500364,0.434499046363914,-0.18491745294651,0.84422590090507,0.403515257948866,2.05964677867964,2.02912636907826,2.16309038680379,0.562030425852812,2.06024123355747,1.36981502149958,-0.451694393665119,1.48279361431652,0.688373603562027,0.765349920959383,2.51876602355526,-0.372222366065158,0.403341528221423,1.41120203490431,2.44883769152931,-0.109768298220531,1.43264843073467,0.912242827734904,1.98256024512642,1.8364555199609,0.868299572984063,1.3671715176971,76.6668053869149,2.84986514119942,7.65227834327082,2.10554265773472,1.49000544260345
0,3.24109137220881,-0.81795678558453,2.23373431205591,1.25742981946271,0.989803797005403,0.599006001618718,0.355551316509224,0.643979674765777,-0.522022079612388,0.826372598192756,0.261350383394946,2.36553192757829,0.224038066791559,0.0474586988938697,-0.0057459516230148,0.189820066980114,-0.0192766920105669,-1.22309100569808,1.00034403948805,1.1886224651111,0.49094116817094,0.971271909874187,-0.172281019787537,0.959211336857267,0.252514655378936,1.1947121160938,2.39172783348745,1.41481299923876,-0.563337103026293,0.242913449090043,1.56887414370223,0.931942136400364,1.43847747064669,0.322007719986644,1.60337335017069,2.53196723371261,0.822689083953454,0.0348635524893361,80.5491906939462,4.32451528620448,7.48337316136378,2.34879849599991,2.90734450411878
3,3.81564425484104,1.2508113769105,1.43967055919434,1.7756433894001,2.04424880949137,2.21552243797503,0.290097452241125,2.26493297568879,0.0767786385568951,0.749997876743119,0.0050346853401153,1.81587718054998,0.566601266849992,3.10672944164435,0.242799176838417,-0.173529143288583,0.236276930656119,1.34613819362919,2.89509125051251,0.936392723015891,2.03866737665792,1.94795562875906,0.207817246934111,-0.0615185118698458,-0.542821266827603,3.09343619809433,2.08066832196637,1.32488081423215,-0.216694516824362,0.924543353627185,1.78411686261652,0.3536372513061,1.16611533591414,0.42489838710096,1.14524235887742,1.7887422808366,1.9864901354975,0.261905210354945,76.5459412509951,0.947494887952429,7.5165308537038,2.02766021302436,2.07208929334657
2,4.47673996742939,1.11850816818358,1.43725385644865,0.805675217094814,-1.016245522798,1.92721378798983,3.30013221190105,-0.354742089550146,0.706354857586064,0.709260119901538,0.179370868836407,1.31019719958483,-0.676509484596153,2.53033379749002,0.301677697358379,0.0054200850911812,2.51135374615722,2.53849831269169,2.39655333172168,-0.321933581164799,0.600225489643969,0.298305740642552,0.477542027763708,3.042527001893,-0.562195505544956,2.43677642260715,0.884224139505081,1.18188747583633,-0.127875532913861,1.84952117793141,2.79660425182004,0.647328072276989,0.171425598325093,0.925757701737544,0.493526597325917,2.06104579702623,1.26401385580618,0.742191838278997,73.9423488114419,2.54472892843768,7.54204332364373,2.3176263517657,2.63260072934342
4,3.49862591912637,0.753999742426594,1.26791968333677,1.59216152378702,1.65896669922158,1.10543919148109,0.682208357231498,0.856657603473536,0.709995670164938,0.159600335480576,-0.217006346104266,1.55743444846488,0.451776909126557,1.62660701959762,0.462559107741413,0.0851403703797728,1.80751077423844,1.13857092689101,1.29039546101872,-0.199821417160518,0.564773791766672,0.46656459536364,-0.0165246860592876,0.724357288005093,0.819272756084162,2.8532722465818,1.71984329584742,1.52897706922405,-0.246088371526903,0.449567414670093,2.13603022037679,-0.17157335942333,1.75433240881061,1.98644086843709,2.12665875476634,1.55029900863737,2.36989213314604,1.09049222821061,76.1614655525563,2.27040823405825,7.30170447104146,2.46707039077491,2.76998634698381
