target,FT,FUS,G1033,G1217,G1263,G1276,G1294,G1338,G1373,G1750,G1789,G1800,G1853,G1896,G1945,G200,G2208,G2318,G2570,G260,G261,G266,G2835,G2920,G2953,G311,G383,G418,G43,G524,G599,G775,G795,G800,G832,G847,G866,G942,HT,MIL,YLD,YR.FIELD,YR.GLASS
2,31.5630961268068,3.93024926449528,1.96714924530612,2.42056044423348,0.611838019979744,1.41785649833281,1.83437399288688,0.0456171004896265,-0.0254424853197377,0.290899861248834,-0.0812069030048164,-0.0165298482240335,2.76190180365274,2.69476956743749,1.38840498758702,1.1102100610907,-0.131180200864272,1.27432876553723,2.57029926710995,0.0022856111646645,2.82591033093298,0.79912732179888,0.527035368945604,2.02143969502625,-0.509287724381907,1.01177778596542,1.09447856299493,1.62631654447319,0.238121421063589,-0.705955351255039,0.275601037820355,0.637398468694308,0.231239491341625,0.762508971598244,2.67557168644468,0.254287866959577,1.15629559868201,0.298583890644902,72.7881376609339,2.7414245763258,6.94740075998482,2.75518412416703,2.58210208159986
3,22.8599973059703,4.90294685094478,-0.207916347566419,2.43588632247688,3.02243650796319,2.77182644523867,0.159113416112895,0.960322460320409,1.07997523527037,-0.143549012533352,0.488731476102752,0.170318744417474,1.69036312404457,1.02266955767364,1.18938164138115,-0.0969571884167409,0.761935834777516,0.849647964709752,1.68618573620321,-0.777522326320591,0.998775620096229,0.842516689713967,0.0469090014047939,1.31224350529908,1.69971715538322,2.97501591914651,1.66324217953039,0.995525495044761,-0.647871257546804,-0.560222331113214,1.6868442602161,0.782059381855645,0.441590310785221,-2.13214255886061,1.18382634025576,3.10267093545601,-0.182357648579083,0.211602754702441,76.3471211239402,2.71108805888436,8.29220804668657,3.20109745602172,2.01313633718991
8,29.948924294514,3.87504794160268,-0.282331927367935,0.194205539086627,1.45732605864152,1.37802540798822,0.407177672914473,-0.174246267981466,2.61409208962617,0.13279471451738,-0.817799443035436,0.0653753692522098,3.09737318619001,0.135601532055803,0.942438258484605,0.210676930825866,0.353104512840089,1.47316291011777,0.813664568936967,-0.242736568891687,0.306125758609965,-0.185916999671763,-0.16416190758364,2.37180766739069,0.633981977288097,2.9989946126247,1.7261842634959,1.37238515467281,-0.0902795437003083,0.542610205239008,1.55410738235993,1.28941797658678,1.12692960948499,-0.619488266988531,1.15693095606285,2.3219533920599,0.235386804457455,0.328834896628568,83.2814737195154,2.75381294147199,7.42426145336813,2.31050331959352,1.78348693453956
3,30.6168275144948,5.12660093414598,1.2196851873783,2.49120326725929,1.20052633286971,1.32420406599531,0.204377819078755,1.3417884627132,-0.0815620969907281,0.137988918437872,-0.379018761553578,0.0419931507273272,2.41993633242286,0.648615481745563,2.38847771462665,0.415701860219288,-0.233185756331329,1.10621351180997,2.02700294959136,0.865853414654402,0.869145190490217,0.0120429532118273,0.0994648851065424,2.58355958455779,0.0488820333885978,1.82664004770184,0.324531077156309,0.890553344727768,0.792696702407528,0.880493110084794,1.62818282924929,0.352014042917914,1.16714096561847,-1.2182923399798,1.77145802610467,0.539393871928341,0.770956579888639,0.944287308410299,76.9470362931666,2.46741613632184,6.96576174247196,2.13384051173945,2.5533090319065
3,32.9910893610489,5.69054977110787,-0.918603215357452,2.87307840536377,0.73189311520702,1.7820605048789,0.308346571410104,-0.177611916195609,1.37688671151878,1.58186201571983,0.837525207839587,0.278268644681239,1.19824735251092,-0.290382844236524,0.752041638203214,0.0281607959766675,0.0510146815398783,3.48835803593458,2.03055435649827,0.295947210445531,1.52246190320546,-0.166745431062733,0.265106233342541,0.217302056466321,0.26467737136094,0.692066978218779,1.23392178280864,0.738131476069725,0.609022749367005,-0.538148623365834,2.31118614751582,0.76500708296561,-0.673392958278668,0.485991863180842,3.72119094086557,1.73741921453979,1.52726408700764,0.125316724026851,79.4358970640069,2.86465990861148,7.25930087750136,3.19301312071521,2.23700386652346
5,29.1869380771852,4.97962428880914,-0.464453062630698,1.51808645557615,0.741731324143107,2.56109085549959,-0.51093033906533,0.275720888596906,2.05978144980584,0.606922614152068,-0.70519552196812,-0.078288928780428,1.86863232657278,0.31105714537684,1.23723699606978,-0.283157293593793,0.0733393707675103,-0.013044461662381,1.03247851592219,-0.500613767998648,3.02483236389076,1.35389102289831,-0.0332020427630483,0.69750261551501,1.52945083945301,1.39506592471164,2.1886522330213,1.00869744016733,-0.258649374590831,1.11536443477594,2.16814621617842,0.423053436158873,0.871069259600323,0.645642866947186,1.72104917735926,2.2301169411391,0.740252524195728,-1.02330857520368,74.0418046532066,1.74154064678564,6.93423927856028,2.30090329088856,1.96689134136509
8,33.6875705424799,4.54208568129123,-0.727087244476866,0.71308941714467,0.681829643406596,-0.0617492535789185,1.52639345259316,-0.813922372766252,1.26713084058132,0.131007803697778,0.458617923450966,0.124246756621595,2.10821228124716,1.71453222512031,0.399171269791377,0.832724954615297,-0.139338643130808,1.49364494734065,2.17748361043361,-0.722379348991065,0.440109885680718,-1.23657193697734,0.253809735918945,1.15896163005639,0.224131181916843,3.52210694732672,1.93722306211458,1.56958321731121,0.134423658161105,-0.168101242686657,0.405193102690789,0.153897357389637,-0.86049332593325,1.12957889980462,0.363694123258705,3.04883027201105,1.64650595551714,0.435342220600789,76.6001334213673,2.48712364797927,7.15293631301657,2.67620665511801,3.0318553326324
6,35.0013779329536,4.94066860479644,0.0032244198473845,1.39264679994221,0.564283920670641,-0.182587294723908,1.49019781374607,0.825889926339784,0.774942101908051,0.0913633572662774,-1.40863625128934,0.174401700299131,1.19400033275645,-1.25110165859844,0.646895902452719,0.717210400800952,-0.0404930777015377,2.30663726866154,2.93566177574364,-0.0819376757510096,1.7908677056717,0.636868525345967,-0.249657134794281,1.81880349993628,0.763169034611011,2.64519475140205,1.90892422324976,2.06280845246898,0.0361177433295482,0.100286345169434,2.12820195256788,0.0136465192125693,2.08479413102638,-0.138168590827378,2.39239384508687,1.09693200426845,1.96512595691491,0.633333345080482,66.2648753009508,1.84670101427627,7.18102076388889,3.0832112525098,2.61096269792905
2,29.4903123058764,4.12944832486866,0.280327947236721,2.88863880173759,1.90373428127442,2.05868754824192,0.299822929513088,0.876813040226971,1.59146803095789,0.613647571635975,0.692025154776569,0.335470573281514,1.40996200649816,2.2066638636469,2.46431008696054,0.195044889416592,-0.0904335253367096,3.36421369836959,2.20889625620978,1.76950753129268,2.40934612755018,0.482097983970422,0.382919704930681,2.20821660940386,0.61041462827036,0.321288478074044,2.47126106270705,2.49155038206393,0.198989905537184,0.390994760861937,1.05148931479474,0.49702231072544,1.75287783756628,1.40923914874983,0.989624905556347,1.59494689412498,0.406702936082004,-0.0572403928274206,79.6277476932274,2.46224162149627,7.73310560926576,2.85989153454294,2.58666640199861
9,32.0146527742574,3.3457745119038,0.408909595420367,1.20341391633355,0.954933441453664,-0.0917812557186072,1.00539081077093,1.77534252724029,0.296589925143956,0.343236363201089,-0.120500378337978,0.151087503567608,1.89864557554815,0.680144931534932,1.35150413821062,0.455901745330919,0.324389234775673,0.76886182149922,1.31539650978958,0.660224570096851,1.84591490596982,-0.16419226359479,0.469670929668299,0.596786927424463,0.145638478586653,1.71336328519058,0.929542745453736,1.27312136701731,0.110909244231066,-0.403193051779252,0.577096794366019,0.438709018843106,0.0775355895126317,1.97673768239521,0.038809581224885,1.31149100935067,-0.0124643142495064,-0.130809597794131,80.6284136985647,2.00311966991799,7.18759298544502,2.3656706470571,1.97686297357975
