target,aceB,asnA,atpD,atpG,b1191,b1583,b1963,cchB,cspA,cspG,dnaG,dnaJ,dnaK,eutG,flgD,folK,ftsJ,gltA,hupB,ibpB,icdA,lacA,lacY,lacZ,lpdA,mopB,nmpC,nuoM,pspA,pspB,sucA,sucD,tnaA,yaeM,yceP,ycgX,yecO,yedE,yfaD,yfiA,ygbD,ygcE,yhdM,yheI,yjbO
2,-1.68659480448562,2.81613845050149,-2.02548794491963,-2.96212764339896,1.84421718530406,2.37008761332701,2.65302513455467,1.99384629784879,-0.657755547599805,2.2191393593749,2.44182068959698,1.28313029229179,1.38865129305817,1.12280647300265,-1.81791710586078,1.25934214322174,2.21031562502657,-2.45779092838562,-1.35555627422664,2.27615871192819,-2.11445872434106,0.605774511408867,-0.12125328069073,1.31342632926071,-2.07587389731994,1.39663358412246,-0.190720521887428,-1.62746860052261,1.56484485240507,3.34257770847311,-1.60065821037229,-1.41944326279828,-2.5403560349712,5.26245890433941,1.03801490217493,1.94624991723605,1.89744739460796,-1.46743326366688,1.11502744634897,-1.03733183697744,1.05435579390809,3.08627581548197,1.29754966976148,1.61696359393581,3.22556188942582
2,0.860105370988215,0.232469176045187,-1.57083693230721,-2.05353004578759,0.616431505577506,1.36596198117525,1.5491982768508,0.9327627506249,1.58804823449534,3.73607904679765,0.111609052340921,1.57842046566124,-1.19149920782022,0.982382889855114,-0.786731875517736,0.965328708609478,-1.05617225681138,-1.92076473358526,-1.39786348791463,2.05878072638083,0.216434026843748,1.13875076025089,0.30966508816373,0.90474930084932,-2.82460554603594,-1.38726938546697,-0.290268514117651,-3.08463079461392,2.44112035349453,3.2840114809068,-1.75330335530547,-1.47285106207609,-0.524671861836074,6.91060018693686,1.16120165805181,0.174992137890758,3.41502307358213,-3.08374002653289,1.52959012398318,-0.498834037775117,2.52910908639058,-0.0058973719664627,0.633677887110521,0.0975796004910572,2.82889435259687
5,-1.95456747996809,2.74683326528065,-2.10667745330483,0.193437827158212,1.6200342933877,2.6839954014483,1.56723734988326,2.45288333518558,-0.32805290985141,2.62058781115206,1.40583708964395,-0.50816517411679,1.50842285995395,-0.416699233440145,-0.13312326492616,1.73855927055563,1.11755906169631,0.269774601068888,-1.93758630743299,-0.73769149867662,-2.275133459741,2.09214120104829,0.735918567729452,2.21642339498915,-2.51667949507408,0.837769432054681,-0.578228145056778,-1.10327156434221,1.60410946538228,1.91891728048412,0.163530761358705,0.0734919045406605,-1.51839179241235,3.46800094873488,-0.512487891964307,1.88750208382787,2.093608440041,-1.80569531160235,0.1602762430499,-1.08734226552728,3.8852823400405,3.14107729560588,1.23386542621688,1.46572790650908,0.953516763007704
0,1.90959361004075,-0.518090866489585,0.783870826942288,0.0712477750667634,-0.831928161630562,3.05928517903934,0.0467622650370112,-0.151308458316382,-2.2982801377364,0.735834773339771,-0.946521571829577,-0.036512295728237,-1.63111106500238,-0.687563423683917,0.654586537024399,-0.208185440318379,-0.812003112721804,-0.945248635493014,-3.57115989957212,-0.972001056784127,1.75324788513881,-1.00729376786701,-1.38662460984588,-0.316084935972693,1.09387312248003,-1.53196527073812,-0.649972026850822,-3.54513266627155,-0.187894863912753,-1.1029782453732,0.302549855305258,0.829545766917097,0.726599524713963,1.48926217973654,-0.454448357306794,-0.596225842631481,1.44471004225461,0.398419006529934,-0.890020100593789,-3.05063578400949,1.28647822814918,-1.87641924688847,1.42740959157963,-0.95181089571837,2.21056863055079
9,-3.63475425454329,3.10426022088309,-3.99338449788449,-2.29445631813972,2.2349851713095,1.50394885761199,2.97875427118965,3.56885470649218,0.629986511820645,1.82460898740304,2.16163534060926,1.60895803795656,2.32397748068573,2.4868881505284,-2.70762213802385,2.92837202981927,2.75067902656796,-1.14394378352385,-0.240144085117342,3.19661025628786,-3.14107998807203,-0.131644736245975,-0.0327103227180613,0.142419186258238,-1.85212047161224,2.19518116256211,0.364304983740006,-2.34710234677306,1.36412119975415,2.12374358677635,-1.88737677775396,-1.74983445926971,-2.45448767850922,4.44843919818387,1.50936030520258,1.95324659869913,1.37577663864417,-1.89753592403588,1.45022125551166,0.202033073824843,4.10088745331954,3.90504526630613,1.61646673904172,2.72648103400186,-0.664700427080366
1,-2.45187966703316,2.52081574304748,-1.77200409285419,2.02737297208748,0.569685997902937,0.140954006834108,1.87085101761851,1.81384618271908,-0.40070341666723,2.06252349752216,0.460439795673552,-2.16397371605904,-0.0338019224823954,-0.309613259426325,0.052131482807303,0.928122948529508,1.11339133570118,0.421782418226777,-1.54351461883831,-1.08308124411028,-2.09986541786749,1.55249166498249,0.501485981150687,1.91652868227191,-2.10189299453799,0.100413626403976,-2.16584885848356,-1.8035675433067,2.60499735559859,2.63354251603744,2.08702020066667,0.395586382003254,0.328823039150674,3.74091345292169,-0.755906791310292,0.741419378339674,2.54779536864466,-2.64831964276208,-1.05674812282084,-1.47570667998972,1.73669028342317,3.38931117212423,-1.2888836675984,0.418497361037623,0.78369326941713
1,0.426476720916733,0.897151894225902,-0.632804386655911,-3.02426137175048,0.637516809774985,1.83905673723035,1.60539064151498,1.01228364420572,-0.69575497717191,-0.0382612537345861,-0.0175741542269445,0.171092491704507,-0.0081917946049991,2.15343224707422,-1.14283368612947,1.41203341483051,-0.606179037986943,-1.64242545543742,-2.19132107342813,2.16248538284859,-0.0751152939405886,5.6411446106092,6.42603907375064,4.92960122699855,-0.664279969609047,-1.76356015746821,-0.366178698134828,-1.19888181923808,-0.108625282721647,0.677982173872714,-2.04453853400806,-2.26610738847838,-1.07942852990963,-1.25182932459319,1.43151689233013,-0.0048295904748561,0.0709505955589107,-0.424083589666536,1.51763261665138,-1.38623445059566,1.01698702723748,0.530335854919277,1.58100373940795,0.198451011621422,4.7481575847371
8,-1.18760811818419,2.48961026252164,-2.09343312034039,-1.99336295081233,1.39424030253446,1.45484541392107,2.16612235439603,1.97287515440424,0.376325346879717,2.0620040607294,0.355402939572937,3.85767051837423,0.137635262686193,1.81832251660879,-2.09728548193815,1.72709249827116,0.434395590254427,-1.40076012553961,-0.282234759995253,2.28902148575948,-0.764974826128611,4.53492558062246,4.39988680698606,3.51442037118234,-1.52590149774912,0.108325949040227,-0.832909708386526,0.86296311573842,0.569088132919178,1.08396722521942,-2.1987791491754,-1.33317389738019,-1.90504649386689,2.5339094505108,0.912130893758114,-0.244113168028841,1.86246271650117,-1.48144445358662,1.44879036580375,-0.221448171917503,3.63887772658195,2.07561401827923,2.0328816343614,0.639952025454559,1.93996124802974
0,-1.89184283063013,2.16141271470883,-1.34240111571516,-1.01437275767526,0.54044296263225,0.272685261177176,2.58882810110766,-0.04535890615684,0.260215412907579,0.405760889082274,1.27572767065433,-1.06583807712781,0.938947301418766,0.458890314290953,-0.0750024344361594,1.90162120143616,1.73721260453412,-0.785146188937847,-1.23142201627674,0.4500289232797,-1.81684384031406,-0.294692563782386,-0.419503705013398,-0.351422436310427,0.490881837505028,0.789570110643442,0.558090286086782,-2.66516096029482,-1.28740109722772,-1.4821995794688,0.454583505025683,-0.191977683334614,-0.819425359492027,1.7685280868777,0.409596185774289,2.08961310218147,1.27836265617871,0.61486240848137,0.683548545650819,-0.0247996113988061,-1.78689747251238,2.45843020971749,-0.226523237265237,1.39650167424796,1.63939291281863
6,-0.568554396849085,0.341649080469237,-0.994396961681661,-2.8833273002293,1.19475788221151,0.7047525318614,2.21811544450422,1.83758747008886,0.572923105478552,1.30094416329336,0.290957680746416,2.68930013706572,0.924049934671809,2.31901857647731,-2.40150723805966,2.0114387875455,2.73275010885548,-0.515095912429249,-1.78076303574825,3.67586878012193,-0.313216699886363,1.20193419745602,1.53236962919929,1.50897012944823,-1.07473708735174,1.46237293731441,-0.263246606201821,-0.65795403091289,1.23190999932976,1.10054028503661,-3.6441756170517,-3.11320907774047,-2.04378953887951,2.44279252286433,2.12314760127766,0.283516513553656,1.08866564821549,-0.78306648197965,2.50104258272869,-1.06849321464587,3.64009035340332,-0.0781028741056193,2.81167769903479,0.867989142680572,2.70053577044397
2,-1.91718258353154,2.32059154740662,-1.50264479127562,-1.50942268970592,1.17978654823101,1.65170752441426,1.88643302812096,2.20907853364188,1.16683436447418,3.71392263190416,0.415990784502855,0.572799839580546,0.476886777577898,0.913327758261279,-1.40358557240264,1.108292221216,0.417266521440883,-2.75706596993425,-0.43287232004721,1.00817511395527,-2.14863990289002,5.09099928615472,4.41756364890678,5.01614585328791,-1.8822662196915,0.103709992660847,-1.25597857062375,1.51479132759266,2.0781832362198,3.16455706627995,-1.61077411909069,-1.57937687654139,-1.07341767029717,5.46122890176302,0.74708472777904,0.448767156570765,2.8112313612241,-2.18975011262839,1.73150248650019,0.158162261130792,3.07241965439034,2.19372080907031,0.0824458901580249,0.485657096430485,1.24971231589293
1,0.11783579506218,0.501859698171817,-1.39907705038351,-1.98678341522117,0.942738659787872,2.33378139444825,0.865065159369817,1.97855493658255,-0.77981160500606,2.98229219486532,0.818830563226773,1.14983223991028,-0.106025481520726,0.309774773115003,-1.25463346800637,0.818015570821475,0.201541755257014,-0.771147897313922,-3.01564391405372,0.170188441361595,-0.0658336516385721,0.888709529656832,0.0761349285084962,1.95850563490299,-1.89529094713086,-0.196557587556666,-2.1341399412148,-1.51759897423933,2.92471678959876,3.23745421007678,-1.10326302926697,-1.75132779793689,-1.90935499453808,5.59799987611414,0.462861718187486,0.374782660386761,2.91186873235114,-2.46617221092208,0.978565034793869,-2.11053144652182,1.55812867643969,0.579101101862533,1.53044677097398,0.253121375510567,-0.0051976092094232
