target,aceB,asnA,atpD,atpG,b1191,b1583,b1963,cchB,cspA,cspG,dnaG,dnaJ,dnaK,eutG,fixC,flgD,folK,ftsJ,gltA,hupB,ibpB,icdA,lacA,lacZ,lpdA,mopB,nmpC,nuoM,pspA,pspB,sucA,sucD,tnaA,yaeM,yceP,ycgX,yecO,yedE,yfaD,yfiA,ygbD,ygcE,yhdM,yheI,yjbO
3,0.677413097159214,1.22148742750449,-0.847791300835132,-0.171334032903221,-0.0349821509281891,1.02183469159223,1.19399464388387,3.5273570927183,0.0593399319635807,2.69678440047305,-0.543519162582413,-0.612459000148438,-0.166696430554064,1.22756692568761,2.55472379238919,-0.526143071960406,0.336335895937902,1.00703387436491,-2.26888140285927,-1.84226611572638,2.11311920557628,0.146632098972531,0.730665920725184,0.464657547595104,-2.51497587793458,0.0765794396875493,-2.17322131299152,-0.242848981582484,2.42273000601886,2.33021926609412,-0.079654419992389,-1.21029176127527,-1.00260951363391,4.208086350799,-0.217819189981907,-1.99995685384863,2.70704713700991,-1.98383106861049,0.189330161305021,-1.28791029964346,2.92833801795651,0.877478218327168,-0.286982811206562,-0.009163505940488,2.67267303879665
9,-4.91132659224194,5.9760510555648,-4.08265542909225,-2.0766225848815,3.85653804200809,0.854601777431857,4.12780171187474,3.97233563867585,-2.39005558201397,-0.699055802750422,3.45808881372212,0.0601133585278709,4.25148767562782,1.31154525563439,2.83701257822199,-1.47170519565943,3.84079103672087,4.11193155804801,0.199400773854835,-2.68206398254801,1.33266519011499,-4.8817324306853,4.39471212389589,4.43366667178019,0.993211786930525,3.81876591578629,1.52499632182849,0.128990816242734,-1.67069101572799,-0.996215328963462,-1.04029840271763,-0.437217416185679,-3.67944689152733,-0.526378417696707,0.787809963799243,4.26322165764607,0.250824772197509,0.893249824391236,1.09359254905637,-1.87307236506031,4.22270164542569,7.0277498666925,0.301083419223821,4.18670864938046,0.332372144718085
4,-0.910877791175904,1.18856998770376,-1.12121964264691,-2.84301217208969,0.965269088719892,2.88762499377867,0.923303405108534,2.23604803864833,1.54703160809269,2.68438581645636,0.184311945884659,0.257926901663078,0.67864810620023,1.83546803868226,2.06886060542041,-1.63713329645805,0.717997827119558,0.346971731183018,-1.78686364718742,-0.215932814070777,2.83007520695884,-0.778665096214692,0.665820199377643,0.293925191799019,-2.05498929042976,-0.140903530486151,-1.08973002940828,-0.689156504763332,1.77003822582723,2.96457486275779,-1.6161512570351,-1.34908140313598,-1.28096208404051,3.14680845901843,1.35830164609724,-0.009574430924364,2.11445064010982,-2.47374133008776,1.95817933427311,-0.129066319822859,2.00798890485174,1.48403297527965,1.30272621748231,0.530608187769239,2.11701007604277
3,-0.357969350229345,2.09633612077054,-2.0181295276129,-1.32192020479806,0.925737306516881,2.3342556239516,2.84985753801728,2.39375305218627,1.48111556794769,-0.586797677565783,1.55390167719281,-1.07612187939893,0.590230320276639,0.89370775592471,2.10890462063968,0.479805875834757,1.78738063808907,1.08135519484693,-1.2388817097033,-0.670530106386293,1.36739701395117,-0.817644623180679,-0.021759150877676,-0.62337724428307,-1.11270226054211,1.00589359490886,-0.123518099582605,-1.87153860417076,0.064149836958989,0.716334053203816,-0.236264716457671,-0.0900993377278886,-1.40356699318861,-0.835045343397125,-0.20944682710865,1.49844668041064,-0.590256297702823,-0.760884995165506,0.146496796843966,-0.467537574973462,4.02145565059138,1.57012248430921,1.90214851959356,1.27176745231065,1.37904340026453
9,-2.13904709051161,0.450322317254853,-1.2874788753345,-1.7245588589579,-0.033819900506602,0.0029124700838584,-0.323097925319548,0.988252757042528,1.05566624573732,3.07498696627641,0.272625779366429,2.09741665616088,-0.222072167131992,2.10537715122869,-0.224613663811166,-0.600046729969116,0.161129990410677,0.033511041922772,-2.45670802609515,-0.228125030369599,3.16905486230016,-1.82064995017243,4.44834254542186,3.75063214174305,-1.67796687869771,-0.880969705084738,-1.1328662697777,-0.975603169109938,2.09881687771595,2.36443308877916,-1.09238647459875,0.0737839628362723,-0.203048508198807,5.25720494314362,1.98692707358041,0.0744548944170468,3.15736223947885,-1.99569270120181,2.14696385496334,-0.0892462489615138,-0.614451943259873,0.637205915855826,1.69893588958142,-0.300280888767375,1.18977491784282
8,-2.90252591026416,4.55879860711171,-2.9699595454045,-1.92863017727505,2.30440712217494,3.6482656690886,2.41951513729314,1.37473372083922,-2.93000528082389,2.681111680778,2.27925207722211,0.325893573496616,2.84284451759121,1.92126021778171,1.17018071611216,-0.387465018293058,1.88231081814024,2.05289150312603,-2.21032364777564,-5.4113607912923,3.43031056961314,-3.09981684180724,3.87517943755364,3.45091592846353,-1.95081840607136,1.13678031358934,-1.74617043077376,-0.814296845339675,1.70957962550513,2.21323850484677,-0.732109096243559,-1.73568256782258,-2.27191083138223,2.68446879750182,1.67516214507538,2.81266384085872,2.29198732000772,-1.6578190969526,1.53698888963928,-4.37283598732387,2.26246759686059,4.91975097957363,0.669911184216587,2.20371009010932,2.70287265605828
4,-1.23499999143245,2.17200858295815,-1.83231134179312,-3.14802810018491,1.26366307711415,0.324797078215267,1.82695045815213,2.09886697206256,-0.804764343857345,2.61274750835472,0.98244390872373,0.817200019005922,0.305421868969536,2.17442590829649,0.420435854162686,-2.02365617383102,1.15733930416347,0.892731429074177,-0.760121285090848,-1.86328589770119,2.0606925148165,-1.1577979147034,1.05818180670824,0.845551118208462,-2.58848474287093,0.300094261857347,-1.16377467938979,-2.11293833599059,1.89388860057519,3.04012724384271,-1.36788767580731,-2.90054979628026,-1.68430739860085,3.51558906534361,1.7029664837296,0.612608343572138,2.42448605720891,-2.26327400014421,2.76622412065239,-1.84020456043163,0.34553530370454,2.34029423214112,0.964047930424331,0.746954773470669,1.95648917742604
9,-3.23830220857525,6.08527165449524,-5.16007263341928,0.493188029342775,2.67023393895246,4.27895796881399,4.61346848656846,2.64940610020004,-0.85356682957794,2.25719305072633,3.17594468042658,-0.86318829534286,2.93374266522286,-0.483932941008691,3.97195891097895,-0.352103308382096,3.69080120315959,3.07150563283571,-1.80412052175444,-2.77154870749051,-1.82459695635419,-3.19904976261778,5.74460052330053,6.63318908323676,-2.15863946287345,2.81306071271354,-2.10035628400361,0.547909655866603,1.9871292865651,2.09135040062614,0.848322580899743,-0.552716835233099,-3.01256125453676,3.44651882581008,-1.87363424839589,3.82562480087586,1.96189858383886,-2.02812893920851,-1.52122636638113,-2.00660783134508,4.99393852718845,6.77369204088248,-0.802311643834502,3.5038017557478,1.59441224611376
3,-1.24116351793095,1.86752632090081,-1.70544683636329,-2.73520442076129,1.22061096613269,1.08778323554983,2.47452679564213,1.55534832554173,-1.23945504316212,-0.0140781893466859,1.56984847200213,2.37712462771489,0.0040647905438681,1.14765175862714,1.19237868590863,-1.90287070423474,1.30048842173365,-0.231983022444431,-2.29913840417223,-3.10031342288532,1.59779859975785,-1.05483571460193,0.888781122148879,0.62959237639254,-1.10318406332951,-0.948258198876029,-0.640474251341745,-1.1415109938088,0.761491837736575,0.583758919302403,-2.24744043011092,-1.88440157284008,-1.5864858204039,0.0771299403914149,1.41488524323498,1.60395709306397,0.319683150024489,-0.680092740538274,1.43619928625074,-2.47751263567914,2.26103138682843,1.22833469659701,1.50412116287985,0.909875667493417,4.70763129473119
1,-0.703823471709573,1.67833898091251,-1.96799785129368,-3.34964718285742,1.74259312426891,2.15371208690184,1.84039430768325,2.99480989815203,0.886558269176755,1.10837729058791,1.32303980527688,3.1907837226036,1.94200173447876,2.43527545878397,1.37789560785201,-3.13947923510829,2.05667526918596,1.28649989705068,-3.36050067925874,-0.79763009406779,3.43920624257299,-1.3370502612438,-1.2354536448269,-1.03208052069689,-0.947014378992221,1.46529248194831,0.848884441826508,-3.1030018023689,0.226105103684271,-0.0285971627908808,-3.67885164586189,-2.57816852601696,-2.19448662766311,4.16097539394983,2.25012915027359,1.9238600120733,1.88048306808421,-0.485056690657329,2.02928244887558,-0.41764685056924,2.01794787488496,1.92403542629744,2.68469885086315,1.89178473181042,1.45648788694113
