target,aceB,asnA,atpD,atpG,b1191,b1583,b1963,cchB,cspA,cspG,dnaG,dnaJ,eutG,fixC,flgD,folK,ftsJ,gltA,hupB,ibpB,icdA,lacA,lacY,lacZ,lpdA,mopB,nmpC,nuoM,pspA,pspB,sucA,sucD,tnaA,yaeM,yceP,ycgX,yecO,yedE,yfaD,yfiA,ygbD,ygcE,yhdM,yheI,yjbO
2,0.253542594762822,0.185400391332487,-0.8333147399471,-0.0782135471014833,-0.17412398642988,1.59170263538332,2.04986987899548,1.74985082029825,0.950479678561906,1.89375081677656,0.676346664392348,-0.661393380024129,1.19184119809903,1.97018424196492,-0.879080630614499,0.603732049507631,0.0322368488487488,-0.180437096007723,-1.38843171037059,1.67608742588699,0.0875339249544576,3.69755112029616,3.40572585122212,3.12604683029259,-1.23753718014524,-1.04145967288557,-2.51914885262932,-1.0262449764624,2.1845767238494,1.56203962060518,0.520071619422135,-0.316323994505471,-0.844288309030553,3.13471042737312,0.592109566594879,-0.0956918610101845,2.46025389236058,-1.89056868058022,0.585785090399279,-0.61412634003996,3.92752790791575,-0.356769548036272,1.61210532279124,0.185762758545321,-0.262794089822365
2,0.117683169178295,0.239121232087676,-0.584426477983508,-2.79932625727454,1.27459960262471,2.6750519018261,0.679421858648811,2.14911825356071,0.110035866015845,2.58853952735686,-0.441543268783297,2.66279821419265,1.87746884597604,1.59542390859032,-1.15811912910436,0.438015779753578,0.90999248542064,-3.93464190083709,-1.74814702439459,2.05604575009946,0.085308153516758,-0.399701678919368,-0.718179403341579,-0.259126720331591,-1.35177409997508,-0.0357759235475918,-0.886967910091422,-1.91455253463667,0.905987559527794,0.588273328163252,-2.92889608683121,-3.07867350370766,-1.74466090201158,4.14462358819413,2.77995570068201,-1.06376171336786,2.01642675523172,-1.20957430794165,2.3365098925084,-1.34684716927027,2.21900258165292,-0.0610287734100072,1.96110709869326,-0.361097636295018,1.4404265657614
2,-0.562808422150632,0.749332150955795,-1.10284058857516,-2.4908807152361,0.404073188704224,1.18254066783684,1.47613007854985,3.57234834027725,0.803992686166812,2.56975433343187,0.025159114499357,2.94378324870732,2.37256873770971,3.68017216785686,-2.07981250185569,1.31049849317702,1.11485710956924,-2.57818366956863,-1.94477321462589,3.8258759683864,0.116069379330384,1.34563316316803,1.32130475179364,1.68881214696542,-2.01779337710392,0.196720261291601,-1.7320278609617,-1.10680768982247,2.06423892643257,2.18203124898404,-2.26195822343059,-3.20365867933604,-1.40029869548099,4.46884687013905,0.452025547780855,-0.0746484264122771,1.85524967204812,-2.00602301980024,1.50382719852385,-0.965262582743168,4.9878914774532,0.197305347644649,1.524057571442,0.22337415452516,1.76029380983018
1,-1.99263176928083,2.43838812669221,-0.412334358756993,0.690015092327019,0.638576958343311,0.566584418136753,-1.03949088422961,0.212159575041253,1.0059787624908,1.85684498202481,-0.194009067442581,-0.963153333648498,-0.718193763490685,-1.34425647285546,-0.0732288774626215,0.374584315607536,-0.985185534244126,0.0492411978855424,-0.868496464546199,-0.928628430097632,-2.05420936738976,3.25204018242964,2.3367357013673,2.7383976292123,-1.8251829117188,-2.45499893220264,-1.29730785246023,-1.31931186460177,2.60537081423092,1.49672191028199,1.03982880754774,0.309183608148061,-0.15321065318987,1.72214793500743,-0.412710978942169,-0.117970447485274,1.44414193483185,-1.22135861706455,-0.563966737388595,-0.448133066590618,-0.817273378233128,2.72362503680026,-0.534850159786784,-0.596423399685178,1.25588338812494
2,-1.19947243557903,0.885970022409192,-1.1288647891331,-2.51480392217157,0.599197920161499,2.27036894799589,1.40841855134651,1.86592863847718,1.16859304501552,0.980820864483986,0.146044185091597,0.708870749413697,0.240942779619975,0.580628442899889,0.130067339018498,0.39183977124059,1.66773485237013,-1.13938785867334,-1.08001276330716,1.96576070114686,-1.09838406599402,0.495782519387095,-0.242254426430311,1.06370021042159,-2.26108961070391,0.21409667508817,-1.81533079914602,-3.58440819638151,2.17136591636607,2.17418085010326,-0.945264127973061,-2.2723136902329,-0.887386618719942,1.73790211182862,0.281898318188869,-0.0053014594125016,0.537391346389557,-2.00516822815519,0.645416637507692,-0.796709789277706,1.63970962683319,0.967931113912834,1.26081812276509,-0.101710632378066,0.641601770106178
4,-0.61765302973305,0.705170998134155,-1.0964134167415,-1.49123884854083,0.0743431917576287,2.55284657724081,0.485140298698839,2.48361529362201,-1.05077245310624,2.38499301553122,-0.324027884841194,1.39255263424193,1.0600362725434,1.77041418481992,-0.23464536116839,1.02367362313513,0.588333994793558,-0.76045785475032,-2.13271058512711,2.06996090335346,-0.57999745651563,4.52024068293298,4.56991750104115,3.7257942880822,-2.25567089416953,0.222029719612933,-1.96691388049313,1.64994722582506,2.43442275860845,2.75446832965411,-0.642430812707919,-2.21770084462989,-1.24512094642551,2.06594081207362,-0.370864900408125,0.164743730171814,2.19862157011592,-2.80102141185079,1.0664264826842,-1.51921232074496,2.55222116466793,0.6256676075006,0.581651690535316,0.0152954245439574,0.910991762024513
6,-2.67039453923779,3.52915527531037,-2.53210721400699,-3.0929352026546,2.07240063745557,3.8889216031508,1.1251051837154,3.80976300361507,0.875161107218112,2.78278547942074,1.01171335126523,0.680446234621085,1.40506320105049,3.17451147402025,-2.77967389669684,2.03908642582018,2.89744580867208,-2.05702340458445,-1.82728115502111,2.27296595541231,-2.4074649426787,4.30909879981167,3.30953738524603,4.24495479472281,-2.24855451744795,2.04301269809981,-0.974626564716659,-0.64267684805643,2.09745885299353,2.3576417332393,-2.32819710301254,-2.01328273119104,-3.15662546577659,3.95635566309081,0.465358023536635,0.617058329811654,2.04506735872156,-2.2069425141145,1.82353382829065,-0.773762179891574,2.4958868285709,3.07782191714396,0.814708121247246,1.71986151761672,3.06406574782206
8,-4.35551721294321,4.08077775645477,-3.40893542913531,-1.31192486896804,2.35443754697461,2.03686040686286,4.34595619243214,2.64221956741101,-1.62723126586624,1.65731961356642,1.27356823625865,-0.815955062053599,1.3792813886006,4.05875016576207,-1.15687066877975,1.9045384382764,1.94977665531377,-0.896993587949441,-2.35987359550705,0.948798537452357,-4.1904445781545,1.62572929893886,1.02230567961989,2.55007740842121,-1.2981734464119,1.45651297105749,0.272059696834921,-1.99560453389495,0.616843539459912,1.67758227093716,-1.03911248945996,-1.06253320595428,-2.42036554588279,2.54077465794253,-0.083010205801022,1.56203510926476,1.3933861859798,-0.72332480673382,0.720954867430792,-2.10664745514321,3.76462331111968,4.95806204021418,0.626669140785967,2.25019646729111,0.614288800940308
8,-3.24529069202423,4.31824422456223,-3.61350330777736,1.10333310793558,1.66326649300561,1.04401136298373,3.55606254359771,2.47543924223727,0.0899868034829375,2.01622065623143,2.20417271652321,1.09766265486202,-0.591395670062704,1.00870868750217,0.210162159468721,2.89622784082593,2.36389339573602,-0.444631067173309,-1.20963894675606,-2.60368184201082,-3.03709003590473,2.39480071199503,0.719456021748628,3.5109635085308,-2.0623777782525,2.28515137529995,-0.3413471995719,-0.838397358854145,1.42102514651849,2.71151450159917,0.916642475422453,-0.276295427380203,-1.3600495295724,3.27884356600272,-1.76887359820499,2.62769831208562,1.73043495934783,-1.57382778356138,-0.907239887130357,-0.900858879796135,1.66126720813158,4.67149837223235,-1.40059097806474,2.94789868277464,2.85188352406828
4,-3.34230769918123,1.6382391082361,-2.1977587509095,-1.80252540163329,1.33271747489441,1.06970987555597,1.74739340836858,3.06948766141505,1.01996156294566,4.10709014519489,0.0083669234328481,0.881122439495534,1.62494182521781,2.78358313963827,-1.9393242124126,1.88803450301186,0.965910321267949,-1.75972820275893,0.271517883922991,2.04526688614601,-2.90687587798925,2.19415180213106,1.12558531124305,2.02273811363838,-3.15435517565834,-0.0735720316767727,-2.02669724375779,-2.0146176204582,2.28662561728871,3.11968450918886,-1.80153869444848,-2.40242065973332,-2.26880066223889,4.67546797300086,1.48344641019197,-0.559074634026892,4.87739550913255,-2.64440337304007,1.71316333534461,0.452005633586118,2.46769649756088,2.10694252880467,0.620485435155328,0.439260275224209,3.58607627179304
