target,aceB,atpD,atpG,b1191,b1583,b1963,cchB,cspA,cspG,dnaG,dnaJ,dnaK,eutG,fixC,flgD,folK,ftsJ,gltA,hupB,ibpB,icdA,lacA,lacY,lacZ,lpdA,mopB,nmpC,nuoM,pspA,pspB,sucA,sucD,tnaA,yaeM,yceP,ycgX,yecO,yedE,yfaD,yfiA,ygbD,ygcE,yhdM,yheI,yjbO
3,-0.660068424726162,-1.68563661115454,-2.68715722945546,1.24372430681502,1.22454862121869,1.36318046626403,2.18414270697443,1.19860951945465,2.84224340113476,0.0677366291482968,0.745541617771782,1.39193444497825,1.37428978422489,0.984296196772159,-2.03727117397813,1.74167142168487,3.12478003121991,-1.50718271585862,-1.74560027443786,1.58443935869064,-0.890866039181645,1.99848317134784,1.53434930741554,1.37568721584212,-2.29909743569733,2.59632860829009,-2.13727566967446,0.153355297709751,2.36700593640629,2.28847309433835,-2.60706105402919,-2.39752473980694,-1.60989671883151,4.12165530211379,1.17033171419221,0.481699165478233,2.32898425954095,-1.94693827347076,1.47230916802776,-0.813170183623726,2.09256310447931,1.58445409467778,1.13760078466837,0.77734213538216,0.971502610118505
1,-0.773364156244843,0.786967757629944,-2.17327484702641,0.0446359347908813,1.96269691352067,0.14694983141192,0.697252711903927,-2.28247015474647,2.3487259297223,-1.0777203049893,1.44859177015649,-2.52309656949605,1.53732236634239,-0.885595989449644,-1.4070301066286,-0.653378784052638,-0.561967369331767,-0.842896948384573,-4.5839669057599,2.19193179636751,-0.688432469395541,1.38645446662519,1.1896821558523,0.948346264055438,-2.17043870248277,-1.63865700305965,-0.714138401811546,-3.07951978378834,2.0523268304682,3.41320383350089,-1.90278161815599,-1.4348430394259,-1.02618901976322,3.44646898554697,2.03280334862056,-2.5528417006233,3.00846555917417,-2.18369292790512,2.137831859734,-3.56318794399265,0.917172473369636,-0.457293916086083,1.86413973989071,-1.35231364595868,3.92276150033388
1,-1.08709001149475,-2.61428597903352,-1.75304689418484,0.893884373744241,3.34475828536821,2.1508237437262,1.35485318364779,0.392996762772542,2.97937942838842,1.55193112914267,1.32212066194906,1.51618738861853,1.68167602481933,0.0267253579326124,-1.12339989882215,2.31474838580875,2.25886763502073,-0.938602315125199,-2.11939010248745,2.09037006478925,-1.40387594373573,-1.18353807021287,-1.74088002906878,-0.104359144165024,-2.79568840737398,1.63431711689422,-1.50997261573296,-2.97004172063859,2.88311181381536,3.68160450280388,-1.69439358797296,-2.46636822603163,-1.21614640605796,6.71290394202482,0.932560853725538,1.72824759948708,2.76071117704896,-2.38731460856135,1.5593855903818,-1.68469690976794,0.0647416336146296,0.340082780983637,2.20488404854797,1.54372709818095,1.43132911979946
6,-2.5457771913572,-2.3838567427116,-1.2493727846616,1.63588186097038,1.96496653112742,2.49810158964682,1.99079579226585,0.699309180014854,0.536071595890245,0.90354193766509,0.607121767960648,2.94051137106754,2.01004103456598,1.75777938885651,-0.849154994286381,1.73435343597761,2.78911106493851,-1.28835087464936,-1.16729596925625,2.30944829676034,-2.16598076826164,3.03313065193842,3.49486257169124,2.68329844664594,-0.859445316373382,1.73367858790079,-0.837310216121452,-0.834709399488961,0.792846540249525,0.960508030773083,-1.33464238822594,-0.574171846829872,-1.56515083037592,1.77719776584274,1.51910748630707,1.49415490921686,0.22510496321438,-0.617976599415413,3.14641246156836,-0.112637945865984,1.42597582708662,2.59242288042729,1.18627480253446,1.56871775442233,2.51531381239035
0,0.4752555040496,-0.393354024030578,-3.84315883210909,0.567699656419032,3.31255425940367,-0.614471178124737,0.136430447563097,-2.00771327115668,1.62075301389894,-0.861049108524706,4.27047784122645,-1.19466653186393,1.19702019890058,0.405190883551912,-3.99022251207113,-0.0791623574629131,0.0237194552362274,-2.6150164023848,-3.67889691324596,1.95526754159749,0.390579756470338,1.18319677114499,0.903043759343574,2.14518707820033,-2.20376972470799,-0.983731883461614,-1.56853961966857,-3.72616817243565,1.80282515280497,2.90721052764802,-3.04478727319843,-3.53783528585196,-1.55172560446876,1.94493154090147,1.26788795792569,-1.11450752953329,0.669434750228093,-1.92227204377452,1.18921503222223,-3.02173680861403,-0.644866122087031,-0.863285349405432,2.36719928754804,-0.903141327622941,2.58824512594896
5,-1.05832091000631,-1.59963568944133,-1.86131424547708,1.05656284939247,2.48265902299458,2.36301747268691,-0.234898454781384,2.25880484053988,3.11652628245071,1.59335678313905,-0.249786346528461,0.69678025626118,0.859130664040873,-0.0116558244551763,-0.250198811783331,1.14271605556402,2.04222220292181,0.497860750088281,-0.837726300362584,1.59977841109025,-1.60152691580052,3.48393419137828,2.35178716948068,3.89342164329025,-1.33924264895014,0.730360855882983,-0.527598736232539,-0.0775652050116384,1.60931023700197,1.70124509243105,-1.41379410105509,-1.12430471917192,-1.1808066198738,4.33879618015242,0.968842254527002,2.16709183834033,3.02723984066495,-1.5161513608341,0.981696186733132,-0.313043496203261,-0.123954470157844,2.07039902693274,0.0180303623142222,1.02178046550526,0.0488975571993953
7,-1.17910558997543,-1.56947686341278,-0.911716588937721,1.57444737000453,0.373901814135557,1.96883221203934,2.65492284629112,0.340124415833176,3.24389617694298,1.04621438345559,0.254166971668536,1.5291375246673,0.78974682092559,1.99599929713032,-0.366966901638409,1.97393422436634,1.58294994162599,-1.59003836356821,-1.4047351843919,1.69190280266369,-1.04460963259973,1.56403075979107,0.48022061816739,1.97067432469798,-2.06426471468088,0.783210142578986,-1.43026151724283,-2.7115247479459,1.20084080675916,2.13644597909245,-0.298372352581908,-1.16117634668929,-1.5264770387103,6.51845967557878,-0.212308368099895,1.90440161645224,2.12169115854723,-1.42851641189592,0.923243326773786,-1.16800960675179,2.4423710643978,2.937163239456,0.377112250526183,1.71396056167453,1.71541931721974
8,-2.80487114644615,-2.95774727016651,-0.357541029713931,1.22586748172352,0.773221991930336,3.65488725247463,2.23705687857668,-0.136050813729393,-0.0886943192012462,3.37868854857748,1.26178996170735,3.2210632810594,0.817784281638726,0.906112567819381,-2.19419932742752,2.88701248953903,3.40611671629787,-1.40253318363704,-2.41756529710932,0.45564926137617,-2.43537129911503,2.98696526187004,2.28308950543107,3.18596272394215,-0.542705591721644,2.84863884655935,1.11566412779842,-0.942943493253081,-0.333025544254612,-1.10414923815749,-0.168027202113515,-0.77848099391948,-1.17322655980617,1.27347752251541,-0.065550911599482,3.49983480525033,0.306176056067203,-0.0414280312399242,0.602052654232342,-1.57513939069219,1.39152493225874,3.86794702344373,1.39665450051991,2.99223692691464,1.86862689639733
2,-0.529849803497772,-1.12004774487967,-2.46165968728925,0.737698292011194,0.212750248518877,1.49542184240173,4.18437094659009,-0.0702869791174131,0.905561465987897,0.412677807613434,1.92860587359282,-0.688024881044879,2.1526331444415,2.6912097541224,-1.98836550638493,1.05471394734078,-0.013049402299517,-1.53845786606942,-1.36541282169676,2.79753765228152,-0.788136846608155,-0.373985945501897,-0.800110750477575,0.498885513173832,-0.34931329821794,-0.563052531957359,-1.52277146572192,-2.01205350845457,0.0866920374053477,0.0570123775177397,-2.16529588326442,-1.32365502835932,-1.56488913991764,2.6126337395452,1.02729122859829,0.505210199192813,1.09109680284028,-0.542003400884669,1.83407804666167,-0.931801800227602,1.00751163417148,0.992508551155893,2.21210939069998,0.621283651057032,1.24006830530911
0,-0.291991414659761,-0.573085900668793,-1.20229869318021,-0.213993322888971,3.082111088879,1.64126254664111,1.4721510729173,0.193253120760246,0.469530116772402,0.0842838036018076,0.712986914515296,-0.50818714145628,2.33457321093595,0.652273805261071,0.0227389229490539,0.957554399627238,1.81891786119983,-1.76925162471086,-3.10078720385701,2.95208936974542,-0.165605870858625,2.60552119647501,3.37196296357373,1.53401271344553,-1.54196365093235,0.592927853257229,-0.614403361542299,-0.405114242487325,0.97557093147433,1.33930143691552,-0.539052447098463,-0.402421206925199,-0.403803203867133,0.211276753194031,2.02503699776748,-0.0719004004268665,1.17552427834221,-1.04450293887175,1.66426213286847,-1.56340213668806,0.770859876634362,-0.296884919768738,2.23036978644962,0.0931048136618995,1.85130171671334
9,-2.72939033579442,-3.33661927353251,-1.39236690126784,2.68010651302789,3.18376946473413,4.10302317749538,3.17531013531171,-0.786299758107913,3.62420251161065,1.84263180776394,2.35207736455888,2.4937193574503,-0.280669688654572,3.49497066909136,-0.0460870908029957,1.80573075614673,2.61792359729825,0.425201564590473,-1.71277232411021,-2.28833558065512,-3.00497961219243,3.35086974777613,1.68463358089829,4.90265306405782,-2.39037717485608,1.73217629877943,-1.58752809276846,-1.53566326770219,2.24931837075416,2.99613704543908,-0.944104302910702,-2.09742866586156,-2.84562526468999,6.54266562101057,-1.32183836516003,1.63643454137809,3.96566674105872,-2.41125065356627,0.578123980781903,-1.49577275134573,3.13285928511297,4.79804013074886,2.43055228033087,2.54561512537982,0.902271517345133
1,0.88203744144545,-0.947819243650605,-1.71515531215846,0.518728866068874,2.9393529657991,0.864458988835281,0.610237709130856,-1.22118069688422,2.49553430174086,0.566328897081708,0.819069689916869,0.67815448030398,1.00457326517601,0.453793450971071,-1.66231070132757,0.489255072946506,1.73651671917462,-0.859722460365583,-3.44800315786548,1.4543016539191,0.561124485276294,0.17746965491674,-0.134276066909899,-0.0946283141969292,-1.45310363876946,0.271112176469642,-1.22872788666373,-0.012590421259208,2.04948319161973,1.95117596145509,-1.73282112531859,-2.51042330412476,-0.796350840590795,4.29821996982135,1.37132592751472,-0.0597610839196565,1.87260977786412,-1.75767282264359,1.52791965725549,-2.80086503487051,2.4111094104173,0.0378674037299283,0.470225696418179,0.269021929490902,0.113101142372439
4,-1.36164923780211,-1.63542095471772,-0.293028458521264,0.997520427586878,2.42573288140223,2.00461546130481,4.57314501091237,3.92149035438541,2.04175254641201,1.04577083335254,0.023270971763897,1.3721776431061,0.372305470320538,4.37304340163209,0.0205584620950529,1.93491899460537,2.56439732487279,-1.72686989310297,2.37980414988579,-1.2916430010767,-1.18802606186194,3.42574551665948,2.62472469638016,3.8351170921014,-1.23102715067293,1.87841768215949,-0.52623290163228,-0.41617192010669,0.206277067969641,1.05429658925175,-0.245133575239555,-0.337794114479179,-2.10866594338085,3.71288232138293,-1.36297547817421,0.674708129101414,2.14207083990179,-1.10037169564074,-0.185723994489158,2.44846055348653,3.75346840107344,2.14861721396552,1.22415045968524,1.61656476258888,0.937517842474244
6,-3.25819914735707,-2.63670934857959,-1.68890427346485,2.13651367477458,2.38819367227499,3.29417549028419,0.809731601272354,3.10145613239799,1.38351030451602,2.51093327099111,-0.159601709632317,2.36288704851778,0.246612234774702,-0.891864155428679,0.0918555268008244,2.64067625349909,2.3090312750971,-1.69535571844394,-0.301961193945407,1.09907830550151,-3.20811583948859,3.38400781671804,2.89419917022983,2.4275795169269,-1.44288961388063,1.76440314199376,-0.524004416963662,-0.885574069049706,1.29963214796365,0.4740479238116,-1.2371988913694,-1.60169960094182,-1.85486785800521,2.16585534462666,0.615635150357699,3.11287469634685,1.41719123055213,-0.996965530920365,0.252582111545883,0.407945262614943,0.785868041376154,3.68289578023044,0.845626273011391,2.38917939585101,2.79618706601125
7,-2.25838223417897,-2.76437665965394,-0.694938641058554,1.71477999550454,2.98784541245125,3.07026172263675,1.22360513042958,0.898697030247801,0.546351387668516,1.26944850154275,1.71848972820629,1.7355916177905,1.96581029590776,1.16642190934325,-1.58167486384978,2.69963909393272,2.59151628406353,-1.99577329828462,-1.25069490510396,2.31697959303854,-2.62278661666042,-0.307584418715233,-0.510193272362885,0.829156653047618,-0.14558428629402,1.2387574540043,0.437112282637609,-2.74068752496693,-0.0944846205417071,0.124661028023212,-1.18080522742479,-1.3226283040951,-1.97135280624228,1.115571105557,1.75992387128724,1.81947823935986,0.359842628771914,-0.298721689546228,1.56554202016922,-0.726576526043265,2.89704760243275,3.59738608158232,0.60872439586174,2.23558016195396,0.89875434931849
9,-2.48556990093036,-4.50213184474915,-3.04859243933527,2.8833614399473,0.101450108703852,4.31823632285191,4.45030116733691,-0.60209672940902,2.58160788850284,2.74835675701542,0.295335200578942,3.20094852538854,1.65265868052092,3.48529003741414,-1.25035635870804,4.39607163410912,2.34986609679648,-1.17957328786717,-0.350709462696531,1.52263213067012,-2.38708698256366,3.91624654396388,2.66918426117373,3.86824688033785,-1.754347198156,1.30901992977524,-1.75692620644699,0.0333341925661881,1.65747369657944,1.85740789978027,-1.7083830164063,-1.50791025997078,-2.79306931070496,4.06759596766171,0.0194454369887174,3.91458838452381,1.99834780891479,-1.10184498534652,0.74318271197761,-0.535902439363049,2.15985943065742,5.45570159263384,0.977758143939472,3.78877241066094,-0.818629272295292
7,-1.43290372113316,-3.42040953724582,-1.7244360490257,2.41917627395218,2.58068936942391,2.66562819084189,2.87420076357678,1.48719371743283,4.16250715604883,1.00402495695006,2.21890106712322,2.55252713353089,1.95677692815833,2.90425696071122,-2.22117231079408,1.94997022573562,2.72585991873,-1.59491739122869,-0.835168041758265,2.69168418928242,-1.78093798069635,0.671207809753273,0.0419397595002117,0.442065047519876,-3.5215933146792,1.69464301707222,-1.66336510083295,-2.46248738934521,3.37736526928461,4.27061889841289,-2.20749583238912,-1.57098888553276,-2.86662579016088,6.26237479887317,0.999220073147873,2.36981815402739,3.08163709862579,-3.47627048889494,1.69405435557376,-0.482811774843035,4.64913225967919,3.45452085482512,1.64434021882943,1.77332521607773,1.45731356309363
