target,aceB,asnA,atpD,atpG,b1191,b1583,b1963,cchB,cspA,cspG,dnaG,dnaJ,dnaK,eutG,fixC,flgD,folK,ftsJ,gltA,hupB,ibpB,icdA,lacY,lacZ,lpdA,mopB,nmpC,nuoM,pspA,pspB,sucA,sucD,tnaA,yaeM,yceP,ycgX,yecO,yedE,yfaD,yfiA,ygbD,ygcE,yhdM,yheI,yjbO
8,0.0346734224259025,1.26459954078396,-0.225379076805292,0.0956610916321974,0.469726529315968,2.02353685480056,0.260408087874634,-0.854183515319513,1.99013768139667,2.15693481651447,-0.540880404834604,-0.0619002801088587,-1.65298965636466,-0.073825084432837,-1.55761851374111,-0.0114836783534861,-0.103566845783005,-0.493094525172774,-2.43384985665263,0.0749561273104465,-0.226457770050915,-0.17175787741889,3.14797097896051,4.40407085685755,-2.46042375402753,-1.29601416463499,-1.78222592358464,-0.908843946188081,1.99701484884765,2.21653249964724,0.70983009270188,-0.625940821218628,0.0058648466839796,3.11418548578952,0.0003582739955685,-0.973560502861576,1.61067038222837,-2.17683091054752,0.659562426998106,0.615924608571611,-0.322249622497595,1.02941941485767,0.0839048431050207,-0.938339967142571,-0.251254145098975
9,-1.65920096255098,3.32809610974905,-1.88651719713889,-1.77731355395905,2.27736127885942,2.70724336485854,2.23481788958876,3.85412577187604,0.225270684664697,3.58359181494384,0.933986942948902,0.110796313149341,1.86754529602869,1.66838067996698,3.00424930017983,-1.7703165178069,1.51920615291024,2.64445497084137,-0.234882789365163,-2.88512218067873,1.64862864336475,-1.17531427078553,3.36532935747107,4.90826522872505,-1.86798101214176,1.75748306337702,-1.97734621026234,-1.38622699390969,1.96684196160698,2.82167155056726,-1.57436220105728,-1.45242305777599,-2.2991525162825,6.1153152805526,1.20753451267799,1.86335685787486,2.46553779503807,-2.00912497076573,1.31364457328946,-1.68836911232511,2.97785121737292,3.29188607743979,0.896342133511272,1.48137833780003,1.25010508265756
3,-0.641115717686412,1.2230976802106,-1.70483311570534,-2.63445167030365,0.901790477513573,1.93281912485612,1.03238563863584,-0.0414281630990861,2.21051307271016,1.81789418560349,1.04570046979925,0.555016693933478,-0.2056621012118,0.644631693201205,-0.601272891309465,-0.836221353408908,1.05133986117148,0.434456950893285,-1.63867440230568,-0.128043195548127,-0.0523195797279385,-0.726201228294187,-0.0052407729735179,2.47059719163413,-2.29244993582649,-0.30978629972409,-0.973878115689441,-1.16437066984868,1.77597183288973,2.27297364441796,-1.46512274697852,-2.87878960512025,-1.06492582432214,5.98960833960267,0.242471732003331,1.09077798407421,1.96475659491192,-2.2043239209315,0.923336900309272,0.329517092792623,1.61261457773062,1.3308201024164,0.66858584323245,0.504776888860779,0.269765751325274
3,-2.45697818142065,3.90065699627328,-3.29219368558654,-1.19829054018926,2.09703169098078,1.95878263960155,3.9901003638307,3.13985446333771,-1.42064600231882,2.11477166088565,2.45488588103796,-0.953230100062044,2.79427439813806,1.27063363103566,3.35658724806624,-0.522148999340424,2.64585289844714,1.98353197297548,-0.309316505388253,-3.01346759927732,1.81172275394817,-2.65340018937117,0.197263911936067,1.77845566919451,-2.02666369880115,1.65708676434414,0.737306915685083,-2.26263859849152,0.348925687134231,2.1815111613822,-1.08498538207164,-2.11670316874587,-2.84981399132899,3.84568394110354,-0.27599360227547,2.73125117035238,2.15453733483075,-1.42477719182964,0.789802311862877,-2.15330100251727,3.37312635991831,3.74919824486322,1.69924701389851,2.84173257882172,3.5002901346261
5,-1.91633873252019,1.4020215349459,-0.906656964989958,-2.6666182390601,1.31848813869901,0.918520843220556,-0.550003673071461,1.93473786044193,2.22502583200739,3.31090574919046,-0.76513853136381,3.19200367783002,-0.507405552975425,0.862413901164714,1.05838706296102,-1.91356713179139,0.241257755964158,1.15279262168444,-1.88663553709104,1.81837864254286,0.678753204161101,-1.51356795885612,0.769642498266049,2.4204405876908,-3.11442837505903,-0.682671861247862,-1.55876207939991,-1.87975125957783,2.9001450240088,3.26672866164116,-2.28202584149375,-1.84710834850311,-1.8808698528502,5.20852254634721,0.460708411992386,-1.48158828162444,3.19194302645858,-2.5144213751775,1.5312137351184,1.5632041273686,1.22018317643114,1.8295578530756,3.29973093424368,-0.767705531868322,-0.217632763531623
9,-1.02524875313523,1.47066241380545,-2.38627968375782,-1.33445172210462,1.15212541755143,2.86692023185725,3.78636116647483,3.684735284469,-2.51343229552427,1.69987516337176,2.16132366063309,-0.0039669416180571,2.39373904167197,1.07926750357301,2.99832194113322,-0.675120429197024,3.07140244608465,1.46882609295093,-0.547078074105415,-2.92897536604075,1.53137630214844,-1.45771953023986,4.06468467523296,3.53715265687674,-0.0580781549391269,1.79687083355822,0.231766049475137,-1.04498442428617,0.255028007044204,0.853781708145896,-0.74612577878054,-0.785995249401024,-1.75350231818175,3.23353936822558,0.350750510130264,2.41231201387956,1.17918521925073,-0.604721258831469,1.34934811188472,-2.70739467413018,3.76423569435494,1.80595660921276,-0.550052954586345,2.96222835600328,3.76095418463995
0,-0.364730149666609,0.597948261080187,-0.665625310431376,-2.30033395752839,0.599301238072527,3.14510658488676,0.893133507859174,2.1645569674454,-2.37781722427383,1.18572562968976,1.16007492646545,2.29151768192486,0.344826424065358,2.30701753208716,0.522665317495383,-1.18947650860106,-0.0463981016815488,1.11289266510443,-1.08341313665753,-2.81989970948086,3.60207126299559,-0.290527491205247,-0.92985591979584,-0.235267349204853,-1.95099199251584,0.333495880411472,-0.333300086334623,-3.1930552661555,0.587058771850082,1.18232374428554,-1.86591868950032,-3.0651438334672,-0.553401376385512,2.27783810712279,2.16521157724748,1.43919811669289,1.04315851160344,-1.36656477582405,1.24710986034631,-3.0333923498468,0.463107727792325,0.55487447681028,0.746223774065721,0.157343050591023,1.61795438859115
3,-1.44466311993573,1.28829662146572,-0.911918580317417,-1.09160715378108,0.58161079323888,1.64777974202691,2.51545256723046,0.843768568316676,1.03752215504238,0.723676204390082,1.00605199785628,-0.333276165910255,1.7376918602248,1.33877463543601,1.21362967966715,-0.490834330687249,1.33476494921718,2.57164046933518,-0.79310834894346,0.388582193543335,1.32055833156576,-1.17949221417987,0.677406990486324,1.75313982543969,-1.06155340985335,2.36770427628485,0.0801752914346232,-3.01651387094507,0.314446597852728,0.65433065439763,-0.0753659601507068,0.556328802308932,-0.896684793023236,1.16844261739781,0.2050827952207,0.941254056950583,0.711891671851501,-0.495039862913444,0.137900704527053,0.661515378646587,2.43052505481797,1.27827621047641,0.0355212077899257,1.55331726212337,2.18059293988487
4,-2.49379206126102,2.24907346164927,-2.71608047535183,-2.36667946966663,1.84061235388061,0.871641454509602,1.88985635253281,4.75459834448131,0.991861559878449,3.14213939656734,0.0486811369850982,1.84098334704273,1.03768954524633,1.17734132835008,3.41204649146067,-1.31453848090528,1.90780115050203,1.52598967834378,-1.1298775167075,-1.26975174913896,1.39314133626278,-2.49888838221013,0.50090973217934,1.95899039208785,-2.38367606072393,0.627459400826812,-2.28917768918044,-2.23115022665072,2.94211726098977,2.59706497322867,-1.88006677740378,-2.01295386700203,-2.56223088818328,5.15970953230871,-0.889290518371758,-0.272807214593545,2.68559701305238,-2.50568887920049,0.629924259160179,-0.595113811498666,2.66547578390295,2.61595492129235,2.71728609406123,1.04503514801442,-0.603884753152508
9,-2.9308281212599,2.5618789591633,-2.68289318884585,-1.47899906596679,1.57995992462746,2.65484293553265,2.70180182857577,2.48097929854304,-1.10172792558153,2.3759791445308,2.37122311293026,0.854487272518623,1.30292266695886,0.29057270195108,1.60735301456894,-0.307690489591333,1.15285537608104,2.31229629733158,-0.394964100311204,-1.63949160235736,-0.324117574806098,-2.37944115403773,4.1976645781013,5.34307225913915,-1.15359061780525,1.59635057763525,-1.72735594220165,0.582487439994328,2.05102964659778,2.09904972665222,-0.422876769709189,0.435387654137356,-2.15551119857305,3.90057195367917,-0.728305822931361,1.86817406664853,3.13583403053598,-1.84451339325256,0.599052133143876,-1.36688272663522,3.47771165834756,2.96324725460433,0.695369012025322,1.56579976695642,2.60443555932594
