target,Acid,Brix,BunchN,GrapeW,NDVI06,NDVI08,pH,Polyph,Potass,SPAD06,SPAD08,SproutN,WoodW,Treatment_T1b,Treatment_T2a,Treatment_T2b,Treatment_T3a,Treatment_T3b,Treatment_T4a,Treatment_T4b,Treatment_T5a,Treatment_T5b,Treatment_T6a,Treatment_T6b,Treatment_T7a,Treatment_T7b,Treatment_T8a,Treatment_T8b
3,-0.173573753673466,0.0070551970788539,0.159389712618793,-0.0187215806006998,0.19684942741407,0.100301805107298,0.0684387468254286,0.152908501368905,0.131899740820604,0.112323968019802,0.111230012718536,0.273831609126677,-0.0623893347489951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.146159175458832,-0.0618881039001929,0.774951135131688,1.79006045249935,0.170948995420688,0.231356875102333,0.0146255543171914,-0.288739478004397,-0.127790603643932,0.161812399681545,0.181238863067108,0.0332325509001795,0.830799166294262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.135913387422362,0.049311562014953,0.941373802930598,0.23093260967256,-0.117937061253636,-0.329374723734879,-0.0249996749085652,0.413027764479438,-0.193976342330493,-0.178182285577852,-0.221600185743595,-0.0607348888142102,-1.05513990473169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,0.022379201366137,-0.032191308120197,0.288711167349369,0.523179776850449,0.101547963303969,0.104931942210635,-0.0387035902869405,0.0210613103720736,0.10472323344378,0.0294314387108435,0.0670870857593345,0.25451758681624,0.251504124862233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,-0.229540619876668,0.0734647180295026,-0.287341849110114,-0.0298217272237834,0.0651591928027501,0.0783300434135896,0.0576518845387346,0.414716146319469,0.26588770140594,-0.0470876589225168,-0.0053927357172522,-0.0650206600662345,-0.0953924536924574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0404564663248644,-0.133371077534301,0.0775673330617134,0.318829742500536,-0.0298310798762704,0.0126929245417877,-0.0169076274956809,-0.258686205534427,0.0926078873881382,-0.017121355471452,0.0502767713671346,-0.206939535174473,0.23479197616421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,-0.151305971008712,0.0741875532516074,-0.596857623332131,-0.120134533792052,0.0643397448013505,-0.0938338173308766,0.0569275875145985,0.000473833738163,0.0700227796701352,-0.0311801672764347,0.0016169008751241,-0.0444165316343744,0.336194416007881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.127943445514125,-0.0971950664688421,-0.876169866997703,-0.510160250726508,-0.10458770546182,-0.0342312949278325,-0.0329709157371395,-0.164454219092336,-0.023843336866128,0.0418263826782668,-0.0103263983357611,-0.186766333649589,-0.288555399626455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.0325840004257862,0.0386804331737041,-0.205754833061524,-0.0120356504169625,0.0133492157019137,0.326527530243185,0.0168676282992313,-0.0023605381265799,-0.0892925566219644,-0.0297092471281275,0.173811151109538,0.279228159720044,0.216541404653849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0.193252270088976,-0.0050088416764229,0.57669197754627,-0.358411597890817,-0.0298448440210427,0.0337332255570528,-0.0637163142306681,0.244644118048472,-0.301193363992377,-0.0938918614438036,0.0054359481661962,-0.0211595002225225,-0.0557636755474757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-0.0575712618124434,-0.0554653406518147,0.794867211534719,1.16005681314823,0.0357324749102451,0.164845335222397,0.0137804565825383,-0.184534599788689,-0.235961851488673,0.0710626422679019,0.225061601064352,0.119319885565003,0.647843691246698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,0.370070546595074,-0.0385465500061018,-0.112459363220066,-1.15463622132914,-0.161555814977458,-0.184777126418509,-0.101420650687238,0.449702928547218,-0.260631213009594,-0.274410457771467,-0.295038154776518,-0.116312826620193,-0.912853013015419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0123045983057931,0.251001054179098,0.142878920285667,-0.286269251759639,0.0256121760406747,-0.0467384653082622,0.0163857612819471,0.167760206339475,0.0375496600070752,-0.0884465268373111,-0.0694730580393142,-0.0415670203305795,-0.116343449996103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,-0.099682638547988,0.049742791408798,-0.480363704627532,-0.469882297126249,0.0746225170449864,0.248872799122128,-0.0368366069167701,0.291894704193698,-0.246138556811552,-0.103381347524745,-0.127497008193345,-0.27192714571946,-0.434180236628141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,-0.0099056550600191,0.169110536887711,0.31257673312464,-0.62509320840075,-0.0517022365578921,-0.0985948366730303,0.0014029192801775,0.129139560840611,-0.365498591032731,-0.0720877801731388,-0.165709331837473,0.0439987931974198,-0.756178799563987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.385542950009813,-0.0005108191236583,0.578533420933471,1.44607756960473,0.321886787877147,0.402206649571254,0.145313447050936,-0.382644839312423,0.335640199540924,0.355221817271036,0.380423077168075,0.479433973899005,1.10636787170548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.0980446663201733,-0.107809295730056,0.240584626644187,1.05283376366955,0.157989422576633,0.3505604161821,0.0035366973844651,-0.21707040291181,-0.0209295089673708,0.0991080562029014,0.286642137078584,-0.0389356782400055,1.0128029767554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.344941873346642,-0.0230213641879544,-0.904604061743954,-0.463042040341166,0.249207792554904,0.0989518593745276,0.0505822529423218,-0.168219438006349,0.146832859343881,0.144704598224611,0.0330405208373604,0.133089917188757,0.463007989934729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0.2262597750757,0.0548970753004003,0.244629852764384,-0.373955873443795,-0.104971668440834,-0.227881612534119,-0.0735598075653403,0.283037749792128,-0.0822572478523346,-0.15365996874283,-0.189991185954374,-0.0470944232834239,-0.606175625158591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0.0105449670195723,0.183334562073986,0.308981814465656,-0.398031650915266,-0.182654070043117,-0.0258302633068687,0.0426170476117023,0.263872666380411,0.132133190261378,-0.110739033895155,-0.116694809951249,-0.0944559742408519,-0.546829986881174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0.0179882187038358,-0.0471032761650968,0.643974989383332,0.633927695536822,-0.210298189103544,-0.106448425374741,-0.0123576019533094,-0.132104239761016,0.0482258492361383,-0.0694707683891684,-0.242380414480858,0.250054987650715,-0.243661931051419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,0.202619572973908,-0.182387321305804,0.264090195781098,0.502798996393727,0.105081654727414,0.0374071323872262,-0.0324056747897069,0.0389229383007606,0.0444257269217625,0.0625449664282123,0.0385390986365163,0.217126928011456,0.138215936066512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.145248459254431,-0.189817279978558,1.1865226472147,1.39979871656045,0.0293939474521447,-0.0879034514489726,-0.0577445495941565,-0.224134137837823,-0.298961033565832,0.0985840358193582,0.132485684551408,0.306591748779142,0.467109549565828,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,-0.0583562926429961,-0.0061416411280763,-0.0688870727082185,-0.0883739695174179,-0.0740192631672504,-0.0165454531755684,-0.0062570204674459,-0.289187210406211,0.0340168623982495,-0.0452433639085557,-0.207392559675948,-0.0614688945887667,-0.509269018643204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-0.173065528028974,-0.0283684028174054,-0.126728969863436,0.16144625990743,-0.108758744053326,-0.0266722891204653,0.0601408477214559,-0.0711827830533025,-0.0308817294392129,0.100680512627766,0.02052594386027,-0.119984576248128,0.339235962360641,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.339850607868798,0.110157196857814,0.82034985954539,0.609142531556826,0.104049519568201,-0.17666187686641,0.0708235032755396,0.146610978836693,0.0596684806390517,0.0009225523518813,-0.168744549869564,0.292202031689888,-0.305865854049473,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.0763548292976838,-0.119046314902846,-0.268259370277701,-0.0645938967588725,-0.0990492752658589,0.218244616849642,0.019146622323225,-0.338895519013664,0.125632665013185,0.0449102804871693,-0.0075366573392046,0.198847392094046,0.370093037690532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.0126390805372383,-0.0282859745426347,0.353913787867992,0.102678956046524,0.0012713722682609,-0.127099886448874,-0.0039954181487369,-0.390314286990354,0.0101211817864825,-0.0295327101034716,-0.0602159623051635,0.242427100933814,-0.241999053914584,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0.0206025645880882,-0.0111090547187698,0.360948266388628,0.316314166885629,0.0016823046541081,0.106412518162261,-0.0102325440586698,0.0704019024403777,0.0644194837408039,-0.078022134246963,-0.0209756812518801,0.163096582027689,0.147224312782141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.166145027822605,-0.0119036076052241,-0.160185461158939,0.175309294673601,0.0217612807854128,0.0633177035382553,0.0527948175791955,-0.167144693662831,-0.0020039854121255,0.167064944058473,0.18268672824966,0.19511791214195,0.422123864026691,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0714363367740121,-0.0326429027084895,0.371888752610513,0.105907837384449,-0.105131751835332,-0.0545284514072827,-0.0008056570786757,-0.0104168166259761,0.0558138668619201,0.0318652132632583,-0.0069074773924739,0.0370001082109661,0.251370882265893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,-0.0955155355036554,-0.0615114355718623,-0.210133429243485,0.331276236472297,0.0862287957345722,-0.0622148150009455,0.0146008416116641,0.12551131329848,0.0105531221799159,0.0652724864240209,0.124036797971136,0.0728257439927257,0.429634617590382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0.0197790714558944,0.0711574568535293,-0.0683529391837667,0.0312490763605031,-0.0037711636273349,-0.244517557051112,0.0084215168040221,0.16293219611165,0.243538363897606,-0.0575207483319227,-0.248384552863163,-0.226234804079307,-0.464446574750502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,-0.0922918568616415,0.0158460690572365,-0.461471119574357,-0.376878981306605,-0.007503046684544,0.0020568053263046,0.0109705014145981,0.261886171017701,0.101345589123469,0.0266588370296794,-0.103488092640594,0.159470226531326,-0.258415304863811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,-0.101098850890438,0.0302055303660113,-0.220353787307065,0.204609630164399,0.0042416619825244,-0.0869807277613835,0.0050489304825078,0.0303759936341833,-0.0984085481214665,0.019116633557195,0.137863449913024,-0.112885343187239,0.235933911461457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.216112019532389,-0.0835024402546691,0.148667469269938,0.485449976914968,-0.0107423308689368,0.0813193220500999,0.0475185613210666,-0.215034066442092,-0.0333018104172137,0.10724049777925,0.0807421196104325,0.205815509031106,0.28074525306761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,-0.123444968700981,0.127866054218084,0.267764599021235,-0.0570568984410486,0.108327397395838,-0.233617269243664,0.036865111470888,0.0629303582525944,0.0116215799554874,0.0306084319884104,0.0809879363446433,-0.0387184031226914,-0.68148208151627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0.192372927055955,-0.0629012578469619,0.394702621388112,0.18237067965117,-0.0862688656494567,0.117969886114613,-0.0791517000667231,0.187761986668286,-0.147422472152278,-0.0528506959831147,-0.0248862036856076,0.28077600197524,0.121210234850559,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,-0.157668239274018,0.031510090877573,0.56388109701301,1.31200779812858,0.208787410122486,0.0525654419179217,0.0590305133576051,-0.132585140233134,0.172312135074041,0.0845192533578092,0.037879469910714,0.183681684272239,0.433869455412673,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.225243173862833,-0.0468574725012183,0.867816169869049,1.02919886885199,-0.0543256433054269,0.140156593875955,-0.0517138981140453,-0.144372339687609,-0.231307783436798,0.0154459618569114,-0.0195835128734587,0.106741498709618,0.12521499597573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-0.0999232735440679,0.0581298763879671,0.0638502457735822,0.0176655390186809,0.0727816792533333,0.107156903694214,0.0089775566474351,-0.242116743627977,-0.0501016998847352,0.0857846197212246,0.058080082510553,-0.0860407656901066,-0.0171785369823777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-0.0226323859864633,0.0133661054573804,0.6164512620705,0.424466871134436,0.031979895523686,0.192538064045454,-0.0080582977172409,-0.188880840929867,-0.0999576711562469,0.180108821057868,0.249475376569894,0.176825382495286,0.729972798662189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.190585894646755,0.0169163428210237,-0.611057592303842,0.144093340836453,-0.0555382684748913,0.0050377392477296,-0.0661666559399921,-0.358049314633146,-0.246604668615871,-0.180108297416225,0.003959733192759,-0.158200221138267,0.254555486256897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.052798597925525,-0.0032522710667959,0.214898624781519,-0.133616651851626,-0.0285492351675524,-0.0296769773649374,0.0313451605237975,-0.102575439010179,-0.0213300184554855,0.06929073167839,0.0702886330697292,-0.0238791117999755,0.464204856974007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0.129391458586939,0.130504269917035,-0.31674245042145,-1.09196317705479,-0.103932884464698,-0.275743611911323,-0.0102528823392905,0.44534821119277,-0.180650885493984,-0.183000482823354,-0.319844794280496,-0.426540780007913,-0.961727909399388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,0.217712047667342,0.0018340693490778,-0.0430603938398845,-0.656386627234175,-0.132621858298108,-0.120556530653206,-0.0379162509319171,0.245128310312421,0.168339462782846,-0.182542313751542,-0.175800292558479,-0.287541229494837,-0.760399067942862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,-0.173336736157349,-0.0483075574389285,0.10580464691889,0.0401130910758225,-0.107214417346296,0.116146606741207,0.0099201964123521,0.0832785060465029,-0.0832585653014302,-0.0604443410046594,-0.0738907729670489,0.277676020107652,-0.272552356162765,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,0.229455843136545,0.0563857705278143,-0.032516448090817,-0.194795570013117,0.0268987111637303,0.0532110342510033,-0.0223467550665841,0.357216676482419,0.131641866410477,0.0057040249922289,0.165578574156028,-0.227650238006734,0.17908739176378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.117750261714432,0.022589035265293,0.686129175156315,1.081336383326,0.193748090061588,0.151619713081849,0.0471866820887392,-0.17005910134899,-0.0829947959278947,0.108419263570701,0.176838810734531,0.582597679588206,0.816343037432443,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0.286015387189279,-0.0232427344106109,0.270419649361841,-0.309745989192832,-0.0978159028926365,-0.0020850388997797,-0.0486792988046152,0.0291331591313286,0.0506692603241179,-0.10921879750391,-0.152877060104033,0.190166223785751,-0.624802679555921,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,-0.131091145747787,0.0475133013317117,-0.853485214769321,-0.81814615710398,-0.07253077830057,-0.0859741817974896,0.0307545783367729,0.52737853292785,0.186770333667897,-0.0858569202166726,-0.197464438615405,-0.0765652481084402,-0.485103524990944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.160568010303573,0.132912150109307,-0.131281928502583,-0.675888538162924,0.0287936968718417,0.0547755453308348,-0.022637530543987,-0.256920085012394,0.106941374966738,-0.163216889230869,-0.15267668113942,-0.025800443393875,-0.0011925713952309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.102070649779127,0.0157637357194183,0.0262799093663692,0.499245710091932,-0.0854373541223826,0.0537258165708658,-0.0285582058667014,-0.0074613954890019,-0.194558888623312,0.0968320154327672,-0.0386798472895708,-0.0627427496034347,0.331190734575404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.214596558817374,0.143451816282671,-0.0848900324233657,-0.866233078590852,-0.0287800588666651,-0.0196291916716765,-0.0180499066123098,-0.0303271973844131,-0.0349626910577847,-0.0912204731276183,-0.139809457063288,-0.201455829726582,-0.603605412462425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
